    wuid       type    barrier   max-dist    sad-fcs   mins-fcs   pref-fcs    result
    1992     random    0.00000    0.00000       1010        777          0    Not Connected
     535     random    0.00000    0.00000        311        234          0    Not Connected
    1961     random    2.10616    0.00000        372        203          0    barrier > max_thermal_window
    2134     random    0.00000    0.00000       5480       1478          0    Not Connected
    2209     random    2.10164    0.00000        361        210          0    barrier > max_thermal_window
      56     random    2.10616    0.00000        369        194          0    barrier > max_thermal_window
     888     random    1.19647    0.00000        689        186          0    good-22
    1739     random    0.60107    0.00000        246        118          0    repeat-10
    2137     random    0.00000    0.00000        657        144          0    Not Connected
    2986     random    0.00000    0.00000        526        217          0    Not Connected
    1307     random    0.00000    0.00000        465        192          0    Not Connected
    1065     random    4.24426    0.00000        308        129          0    barrier > max_thermal_window
     534     random    0.00000    0.00000        716        211          0    Not Connected
    1518     random    1.84890    0.00000        588        199          0    barrier > max_thermal_window
    2182     random    2.71930    0.00000        422        201          0    barrier > max_thermal_window
    1933     random    0.00000    0.00000        341        434          0    Not Connected
     675     random    1.48012    0.00000        364        121          0    good-23
    1773     random    0.00000    0.00000        545        151          0    Not Connected
     699     random    0.00000    0.00000        364        123          0    Not Connected
    1615     random    2.10616    0.00000        353        199          0    barrier > max_thermal_window
    1209     random    2.10616    0.00000        399        187          0    barrier > max_thermal_window
    1506     random    0.00000    0.00000        338        115          0    Not Connected
    1778     random    0.00000    0.00000        268        136          0    Not Connected
     299     random    0.00000    0.00000        479        169          0    Not Connected
    1913     random    3.01353    0.00000        514        169          0    barrier > max_thermal_window
    2459     random    0.98708    0.00000        307        147          0    repeat-1
    2463     random    0.98563    0.00000        285        149          0    repeat-7
     445     random    0.00000    0.00000        513        217          0    Not Connected
    2574     random    0.00000    0.00000       1029         97          0    Not Connected
     528     random    0.00000    0.00000        877        162          0    Not Connected
    2380     random    0.00000    0.00000       1202        291          0    Not Connected
    1510     random    0.00000    0.00000        670        195          0    Not Connected
    2644     random    3.69957    0.00000        251        271          0    barrier > max_thermal_window
    2649     random    0.00000    0.00000        282        168          0    Not Connected
    2538     random    0.00000    0.00000        358         98          0    Not Connected
    2092     random    0.60106    0.00000        240        103          0    repeat-9
     782     random    0.00000    0.00000        485        108          0    Not Connected
    2151     random    2.10164    0.00000        312        193          0    barrier > max_thermal_window
    1329     random    0.00000    0.00000       1248        293          0    Not Connected
    1128     random    0.00000    0.00000        308        546          0    Not Connected
    2948     random    1.84890    0.00000        298        194          0    barrier > max_thermal_window
    1073     random    0.00000    0.00000        772        172          0    Not Connected
     677     random    0.00000    0.00000        579        439          0    Not Connected
    2913     random    2.10164    0.00000        393        189          0    barrier > max_thermal_window
    1965     random    3.44301    0.00000        301        441          0    barrier > max_thermal_window
    2518     random    0.61957    0.00000        400        135          0    repeat-17
    2648     random    0.60106    0.00000        262         99          0    repeat-10
    2165     random    2.10164    0.00000        359        209          0    barrier > max_thermal_window
    1639     random    5.84955    0.00000        325        153          0    barrier > max_thermal_window
     348     random    0.00000    0.00000        669        203          0    Not Connected
     133     random    0.00000    0.00000        584        298          0    Not Connected
     330     random    2.10164    0.00000        319        209          0    barrier > max_thermal_window
    1488     random    3.01093    0.00000        383        187          0    barrier > max_thermal_window
    2521     random    1.85810    0.00000        537        144          0    barrier > max_thermal_window
    2585     random    3.69955    0.00000        252        245          0    barrier > max_thermal_window
    2907     random    0.00000    0.00000       1471        132          0    Not Connected
     893     random    0.00000    0.00000       1254        276          0    Not Connected
    2263     random    0.00000    0.00000        320        142          0    Not Connected
    2957     random    0.00000    0.00000        882        118          0    Not Connected
     154     random    0.00000    0.00000        422        126          0    Not Connected
     114     random    0.60105    0.00000        292        117          0    repeat-9
    2490     random    0.00000    0.00000        411        151          0    Not Connected
     730     random    5.36174    0.00000        270        505          0    barrier > max_thermal_window
    2028     random    1.51282    0.00000        220        147          0    good-24
    1060     random    0.00000    0.00000        324        117          0    Not Connected
    2089     random    1.62350    0.00000        312        179          0    good-25
     527     random    0.98708    0.00000        346        147          0    repeat-0
    1035     random    0.00000    0.00000        410         97          0    Not Connected
    1206     random    2.17857    0.00000        452        142          0    barrier > max_thermal_window
    1626     random    0.00000    0.00000        348        117          0    Not Connected
     854     random    0.00000    0.00000        675        241          0    Not Connected
     604     random    0.60108    0.00000        491        112          0    repeat-9
    2254     random    0.00000    0.00000       1282        301          0    Not Connected
    1185     random    0.98880    0.00000        286        154          0    repeat-15
    2330     random    3.41210    0.00000        325        479          0    barrier > max_thermal_window
    2030     random    0.00000    0.00000        485        209          0    Not Connected
     511     random    4.20361    0.00000        300        127          0    barrier > max_thermal_window
    2510     random    4.20341    0.00000        206        126          0    barrier > max_thermal_window
     469     random    0.00000    0.00000        456        113          0    Not Connected
     889     random    0.00000    0.00000        331        162          0    Not Connected
      14     random    1.51191    0.00000        189        110          0    repeat-21
     553     random    3.45841    0.00000        184        247          0    barrier > max_thermal_window
    2076     random    0.00000    0.00000        656        724          0    Not Connected
      82     random    0.00000    0.00000       6031       1682          0    Not Connected
     285     random    1.62350    0.00000        277        159          0    good-26
    1196     random    0.00000    0.00000        345        292          0    Not Connected
     246     random    0.98563    0.00000        232        149          0    repeat-7
     636     random    3.44301    0.00000        222        469          0    barrier > max_thermal_window
     980     random    2.10164    0.00000        392        184          0    barrier > max_thermal_window
    2914     random    0.60108    0.00000        637        125          0    repeat-10
    1553     random    0.61958    0.00000        496        123          0    repeat-17
    1698     random    2.10164    0.00000        426        216          0    barrier > max_thermal_window
    1191     random    0.00000    0.00000       5350       1584          0    Not Connected
     667     random    2.10164    0.00000        299        190          0    barrier > max_thermal_window
     377     random    0.00000    0.00000        465        220          0    Not Connected
    2292     random    1.78820    0.00000        379        207          0    good-27
     296     random    0.00000    0.00000        324        146          0    Not Connected
    2498     random    0.60108    0.00000        623        112          0    repeat-9
     909     random    0.00000    0.00000        641        178          0    Not Connected
    2974     random    0.60108    0.00000        398        125          0    repeat-9
    1928     random    0.00000    0.00000        597         98          0    Not Connected
    1173     random    4.20341    0.00000        245        126          0    barrier > max_thermal_window
    2827     random    2.10164    0.00000        277        208          0    barrier > max_thermal_window
    2841     random    4.20341    0.00000        184        126          0    barrier > max_thermal_window
    1451     random    0.00000    0.00000        542        119          0    Not Connected
      53     random    0.00000    0.00000        391        163          0    Not Connected
    1572     random    0.00000    0.00000        380        120          0    Not Connected
    2686     random    2.10616    0.00000        350        214          0    barrier > max_thermal_window
    2144     random    0.98563    0.00000        215        152          0    repeat-7
    1074     random    1.51191    0.00000        206        108          0    repeat-21
    2055     random    1.51191    0.00000        302        110          0    repeat-19
    2002     random    0.00000    0.00000        275        127          0    Not Connected
     168     random    0.00000    0.00000       6960       1696          0    Not Connected
    1428     random    3.44371    0.00000        217        456          0    barrier > max_thermal_window
     595     random    0.00000    0.00000       1209        310          0    Not Connected
     934     random    1.61630    0.00000        441        137          0    good-28
    1519     random    1.51266    0.00000        211        116          0    repeat-14
    1396     random    2.10164    0.00000        611        190          0    barrier > max_thermal_window
     582     random    0.00000    0.00000       7576       1745          0    Not Connected
    1391     random    0.00000    0.00000        686        197          0    Not Connected
    2271     random    2.10616    0.00000        348        188          0    barrier > max_thermal_window
    1902     random    6.88373    0.00000       2295        232          0    barrier > max_thermal_window
    2007     random    0.98563    0.00000        234        142          0    repeat-8
    2606     random    0.00000    0.00000        488        115          0    Not Connected
    2023     random    0.98880    0.00000        638        162          0    repeat-15
     222     random    0.00000    0.00000       1035        297          0    Not Connected
    1363     random    0.00000    0.00000        328        346          0    Not Connected
     659     random    0.00000    0.00000        484        178          0    Not Connected
     865     random    1.98029    0.00000        639        238          0    barrier > max_thermal_window
    2065     random    0.00000    0.00000        377        124          0    Not Connected
     143     random    0.00000    0.00000        361        117          0    Not Connected
     584     random    0.00000    0.00000       5241       1679          0    Not Connected
    2082     random    1.61547    0.00000        263        139          0    good-29
    1418     random    0.00000    0.00000       4932       1119          0    Not Connected
    1050     random    0.61955    0.00000        271         94          0    repeat-17
    2027     random    0.00000    0.00000        462        651          0    Not Connected
    1601     random    1.51281    0.00000        249        108          0    repeat-24
    1722     random    0.00000    0.00000        757        595          0    Not Connected
    2658     random    0.00000    0.00000       4968       1430          0    Not Connected
    2806     random    0.00000    0.00000        412        122          0    Not Connected
    1252     random    0.00000    0.00000        456        256          0    Not Connected
     748     random    0.00000    0.00000        711        256          0    Not Connected
     778     random    2.10164    0.00000        382        208          0    barrier > max_thermal_window
    2400     random    0.61957    0.00000        477        125          0    repeat-17
     548     random    5.84956    0.00000        338        155          0    barrier > max_thermal_window
     848     random    0.61957    0.00000        484        125          0    repeat-17
     592     random    0.00000    0.00000        755        157          0    Not Connected
     181     random    2.10126    0.00000        382        187          0    barrier > max_thermal_window
     770     random    0.00000    0.00000       4637       1329          0    Not Connected
     447     random    3.69980    0.00000        322        257          0    barrier > max_thermal_window
     263     random    0.00000    0.00000       6087       1557          0    Not Connected
     805     random    3.21427    0.00000        568        156          0    barrier > max_thermal_window
    1607     random    0.00000    0.00000        273        160          0    Not Connected
    1498     random    0.00000    0.00000        517        514          0    Not Connected
    2405     random    0.00000    0.00000        774        697          0    Not Connected
    2971     random    1.19558    0.00000        337        166          0    good-30
    1702     random    4.20341    0.00000        221        123          0    barrier > max_thermal_window
    1262     random    4.20341    0.00000        208        126          0    barrier > max_thermal_window
     610     random    0.98563    0.00000        240        145          0    repeat-8
    2315     random    0.00000    0.00000        824        176          0    Not Connected
    1525     random    0.98708    0.00000        206        146          0    repeat-1
    1856     random    0.00000    0.00000       1199        304          0    Not Connected
     129     random    0.00000    0.00000        253        152          0    Not Connected
    1063     random    0.00000    0.00000        240        482          0    Not Connected
     576     random    1.51282    0.00000        276        116          0    repeat-24
     768     random    1.51191    0.00000        179        111          0    repeat-19
    2022     random    0.00000    0.00000       1013        116          0    Not Connected
    2239     random    0.00000    0.00000        552        436          0    Not Connected
     978     random    0.61957    0.00000        371        117          0    repeat-17
     440     random    1.62469    0.00000        346        170          0    good-31
     673     random    1.51191    0.00000        246        101          0    repeat-21
    1450     random    4.21469    0.00000        217        127          0    barrier > max_thermal_window
    1149     random    0.60106    0.00000        282         99          0    repeat-9
     159     random    3.01242    0.00000        611        157          0    barrier > max_thermal_window
    2599     random    0.00000    0.00000        414        170          0    Not Connected
    1352     random    0.00000    0.00000        527        205          0    Not Connected
      96     random    2.10616    0.00000        393        198          0    barrier > max_thermal_window
     137     random    0.00000    0.00000       1113         97          0    Not Connected
     416     random    0.00000    0.00000        538        170          0    Not Connected
    2340     random    2.10616    0.00000        295        203          0    barrier > max_thermal_window
    2817     random    1.84803    0.00000        499        190          0    barrier > max_thermal_window
     649     random    0.00000    0.00000       1242        575          0    Not Connected
    1652     random    2.17857    0.00000        221        159          0    barrier > max_thermal_window
    1193     random    0.98708    0.00000        281        154          0    repeat-1
     727     random    0.00000    0.00000       7124        265          0    Not Connected
     732     random    7.05717    0.00000        592        160          0    barrier > max_thermal_window
    2001     random    3.44301    0.00000        249        485          0    barrier > max_thermal_window
    2364     random    0.00000    0.00000        880        482          0    Not Connected
    1911     random    0.00000    0.00000        428        147          0    Not Connected
    2090     random    0.60106    0.00000        238        124          0    repeat-9
    1878     random    0.98707    0.00000        250        155          0    repeat-0
    2586     random    0.98563    0.00000        221        155          0    repeat-8
       3     random    2.10126    0.00000        342        197          0    barrier > max_thermal_window
    1375     random    0.00000    0.00000        695        145          0    Not Connected
    2588     random    0.00000    0.00000        401        162          0    Not Connected
    2774     random    0.60106    0.00000        259         99          0    repeat-9
     276     random    3.45874    0.00000        214        241          0    barrier > max_thermal_window
    2293     random    3.45931    0.00000        216        253          0    barrier > max_thermal_window
    2156     random    0.00000    0.00000        392        279          0    Not Connected
    2790     random    1.84803    0.00000        369        186          0    barrier > max_thermal_window
    2738     random    2.10126    0.00000        455        206          0    barrier > max_thermal_window
    1334     random    0.00000    0.00000        368        446          0    Not Connected
    1775     random    0.61957    0.00000        467        123          0    repeat-17
    2351     random    0.00000    0.00000        480        185          0    Not Connected
     743     random    0.61957    0.00000        395        132          0    repeat-17
    2607     random    2.08415    0.00000        272        203          0    barrier > max_thermal_window
     370     random    2.08415    0.00000        325        194          0    barrier > max_thermal_window
    2236     random    4.20341    0.00000        303        127          0    barrier > max_thermal_window
    2054     random    2.17963    0.00000        356        160          0    barrier > max_thermal_window
     643     random    0.00000    0.00000        789        223          0    Not Connected
    2253     random    0.61957    0.00000        660        125          0    repeat-17
    1537     random    3.21426    0.00000        186        155          0    barrier > max_thermal_window
    2406     random    0.00000    0.00000        539        253          0    Not Connected
    2839     random    0.60108    0.00000        546        109          0    repeat-10
    2656     random    0.60108    0.00000        384        124          0    repeat-10
     974     random    0.00000    0.00000       1311        616          0    Not Connected
    2391     random    3.21465    0.00000        257        177          0    barrier > max_thermal_window
    2710     random    0.60108    0.00000        453        125          0    repeat-10
    1665     random    0.98880    0.00000        302        163          0    repeat-15
    1045     random    1.51266    0.00000        268        140          0    repeat-14
    2095     random    4.21469    0.00000        200        127          0    barrier > max_thermal_window
      47     random    0.60106    0.00000        304        112          0    repeat-10
       0     random    4.24426    0.00000        218        122          0    barrier > max_thermal_window
    2031     random    0.98563    0.00000        232        141          0    repeat-8
    2634     random    1.51266    0.00000        279        108          0    repeat-12
     490     random    0.00000    0.00000       6672       1498          0    Not Connected
    1247     random    0.60106    0.00000        248         99          0    repeat-10
     894     random    0.00000    0.00000        603        118          0    Not Connected
     847     random    0.00000    0.00000        316        677          0    Not Connected
    2732     random    0.00000    0.00000        610        153          0    Not Connected
     255     random    2.10126    0.00000        343        181          0    barrier > max_thermal_window
    2287     random    0.60107    0.00000        199        117          0    repeat-9
     920     random    0.00000    0.00000        403        697          0    Not Connected
    1161     random    3.44371    0.00000        208        481          0    barrier > max_thermal_window
    1296     random    0.00000    0.00000        660        172          0    Not Connected
    2589     random    3.44371    0.00000        383        413          0    barrier > max_thermal_window
    2619     random    0.00000    0.00000        498        211          0    Not Connected
    2566     random    0.00000    0.00000       4779       1304          0    Not Connected
    2088     random    2.10164    0.00000        332        204          0    barrier > max_thermal_window
    2197     random    0.00000    0.00000        897        115          0    Not Connected
     875     random    0.00000    0.00000        785        176          0    Not Connected
     166     random    4.21469    0.00000        213        127          0    barrier > max_thermal_window
    1465     random    0.00000    0.00000        708         97          0    Not Connected
    2457     random    0.00000    0.00000        332        123          0    Not Connected
    2772     random    2.10616    0.00000        339        201          0    barrier > max_thermal_window
    2810     random    2.10616    0.00000        375        213          0    barrier > max_thermal_window
    2784     random    0.98880    0.00000        216        155          0    repeat-11
    2497     random    3.21462    0.00000        204        148          0    barrier > max_thermal_window
    1445     random    1.51282    0.00000        223        114          0    repeat-16
    1156     random    0.00000    0.00000        242        153          0    Not Connected
    1322     random    1.51281    0.00000        262        110          0    repeat-16
    2669     random    1.87556    0.00000        340        153          0    barrier > max_thermal_window
     933     random    0.98880    0.00000        231        151          0    repeat-11
     442     random    0.61956    0.00000        403        112          0    repeat-17
     725     random    0.00000    0.00000        537        261          0    Not Connected
    1922     random    0.60108    0.00000        537        127          0    repeat-9
    2576     random    0.00000    0.00000        416        619          0    Not Connected
     622     random    4.21469    0.00000        227        129          0    barrier > max_thermal_window
    2780     random    0.00000    0.00000        713        580          0    Not Connected
     351     random    0.00000    0.00000       1495        105          0    Not Connected
    1202     random    1.51266    0.00000        229        106          0    repeat-12
     749     random    0.00000    0.00000        394         94          0    Not Connected
    1666     random    0.00000    0.00000       5428       1798          0    Not Connected
    1935     random    0.98880    0.00000        273        160          0    repeat-15
    1509     random    2.10126    0.00000        362        188          0    barrier > max_thermal_window
     983     random    0.00000    0.00000        787        191          0    Not Connected
    1891     random    0.00000    0.00000       5077       1148          0    Not Connected
    1547     random    3.44370    0.00000        232        427          0    barrier > max_thermal_window
    2885     random    0.00000    0.00000       1198        296          0    Not Connected
     127     random    0.00000    0.00000       5614       1397          0    Not Connected
     188     random    0.60106    0.00000        278        125          0    repeat-9
     866     random    1.51191    0.00000        193        110          0    repeat-19
    1858     random    0.00000    0.00000        622        183          0    Not Connected
     755     random    2.10126    0.00000        365        186          0    barrier > max_thermal_window
    2238     random    0.00000    0.00000        847        180          0    Not Connected
    1973     random    0.00000    0.00000        946        163          0    Not Connected
     406     random    1.51281    0.00000        212        108          0    repeat-16
    1942     random    1.61630    0.00000        511        154          0    repeat-28
    1927     random    2.10616    0.00000        340        201          0    barrier > max_thermal_window
    1846     random    0.00000    0.00000       6511       1584          0    Not Connected
     811     random    0.00000    0.00000       3008        188          0    Not Connected
    1412     random    0.00000    0.00000        319        167          0    Not Connected
    2647     random    1.51191    0.00000        210        108          0    repeat-19
    1321     random    0.98563    0.00000        226        152          0    repeat-7
    1485     random    1.84620    0.00000        379        199          0    barrier > max_thermal_window
    1338     random    0.00000    0.00000       1015        275          0    Not Connected
    1888     random    0.00000    0.00000       1068        239          0    Not Connected
    1051     random    0.98563    0.00000        243        148          0    repeat-8
    2987     random    3.44301    0.00000        428        479          0    barrier > max_thermal_window
    2908     random    3.44301    0.00000        209        486          0    barrier > max_thermal_window
    2548     random    0.98708    0.00000        232        152          0    repeat-1
     229     random    0.00000    0.00000        454        176          0    Not Connected
     118     random    0.00000    0.00000        738        189          0    Not Connected
    1216     random    0.00000    0.00000        283        190          0    Not Connected
     776     random    0.98707    0.00000        251        143          0    repeat-1
    2763     random    4.24426    0.00000        283        128          0    barrier > max_thermal_window
    1754     random    0.61958    0.00000        311        135          0    repeat-17
    1658     random    0.00000    0.00000        262        124          0    Not Connected
    2122     random    3.69980    0.00000        272        272          0    barrier > max_thermal_window
     234     random    0.00000    0.00000        314        117          0    Not Connected
    1348     random    0.61957    0.00000        457        125          0    repeat-17
     272     random    0.00000    0.00000       1338        113          0    Not Connected
    1840     random    3.69955    0.00000        388        262          0    barrier > max_thermal_window
     830     random    3.45874    0.00000        276        269          0    barrier > max_thermal_window
     803     random    3.44301    0.00000        391        471          0    barrier > max_thermal_window
    2190     random    1.48013    0.00000        493        117          0    repeat-23
    1865     random    3.44301    0.00000        241        457          0    barrier > max_thermal_window
