    wuid       type    barrier   max-dist    sad-fcs   mins-fcs   pref-fcs    result
    8702     random    0.00000    0.00000        508        327          0    Not Connected
   12713     random    0.00000    0.00000        621        200          0    Not Connected
    7928     random    1.48012    0.00000        497        196          0    good-11
    8131     random    0.00000    0.00000        808        144          0    Not Connected
    2252     random    0.00000    0.00000        797        210          0    Not Connected
    9828     random    3.44371    0.00000        413        264          0    barrier > max_thermal_window
    5373     random    0.98707    0.00000        406        181          0    repeat-6
    9871     random    2.10126    0.00000        677        171          0    barrier > max_thermal_window
    6010     random    0.00000    0.00000        563        183          0    Not Connected
   14930     random    2.10126    0.00000        854        174          0    barrier > max_thermal_window
   12633     random    0.61954    0.00000        659        138          0    repeat-0
     327     random    0.98880    0.00000        465        187          0    repeat-9
   14884     random    0.00000    0.00000      10574          1          0    Saddle Search Terminated Total Iterations
   13477     random    0.61955    0.00000        484        137          0    repeat-0
   14594     random    3.41210    0.00000        557        280          0    barrier > max_thermal_window
    1007     random    0.61954    0.00000        519        138          0    repeat-0
    5731     random    0.61955    0.00000        425        138          0    repeat-0
    8239     random    0.00000    0.00000        708        213          0    Not Connected
   10328     random    0.00000    0.00000        776        176          0    Not Connected
   14022     random    0.00000    0.00000       1771        394          0    Not Connected
   13592     random    0.60106    0.00000        468        147          0    good-12
    8362     random    3.44301    0.00000       1066        264          0    barrier > max_thermal_window
   13455     random    0.61954    0.00000        684        137          0    repeat-0
    8722     random    1.51191    0.00000        346        155          0    good-13
    3846     random    3.45874    0.00000        441        241          0    barrier > max_thermal_window
     539     random    1.84620    0.00000        538        274          0    barrier > max_thermal_window
    4646     random    1.51281    0.00000        376        159          0    good-14
    1203     random    2.10164    0.00000        755        175          0    barrier > max_thermal_window
   11883     random    3.44301    0.00000        438        266          0    barrier > max_thermal_window
    8449     random    1.51266    0.00000        416        161          0    repeat-10
    6579     random    0.00000    0.00000        838        247          0    Not Connected
    9476     random    0.00000    0.00000        568        206          0    Not Connected
    3937     random    0.00000    0.00000        909        160          0    Not Connected
   11151     random    0.98563    0.00000        581        186          0    repeat-5
    8815     random    0.98563    0.00000        421        183          0    repeat-8
    8749     random    0.00000    0.00000        846        184          0    Not Connected
    1392     random    2.17876    0.00000       1030        331          0    barrier > max_thermal_window
    1431     random    2.08415    0.00000        758        276          0    barrier > max_thermal_window
   10347     random    1.51191    0.00000        360        155          0    repeat-13
   11026     random    2.10126    0.00000       1282        174          0    barrier > max_thermal_window
      85     random    0.00000    0.00000       2444        191          0    Not Connected
    4147     random    0.60106    0.00000        438        141          0    repeat-12
   11072     random    2.17962    0.00000        490        177          0    barrier > max_thermal_window
     947     random    1.98029    0.00000        661        264          0    barrier > max_thermal_window
   13965     random    2.17963    0.00000       1508        174          0    barrier > max_thermal_window
   10852     random    1.99380    0.00000        604        275          0    barrier > max_thermal_window
   13770     random    1.19558    0.00000       1176        221          0    good-15
   12696     random    0.00000    0.00000       1385        191          0    Not Connected
     452     random    0.98563    0.00000        412        185          0    repeat-5
    4540     random    0.00000    0.00000        636        220          0    Not Connected
    4987     random    2.10616    0.00000        630        178          0    barrier > max_thermal_window
   14711     random    1.99380    0.00000        672        275          0    barrier > max_thermal_window
    8493     random    0.98880    0.00000        469        187          0    repeat-9
     726     random    0.98708    0.00000        448        187          0    repeat-3
    4345     random    0.00000    0.00000       1087        116          0    Not Connected
   13252     random    0.00000    0.00000       1565        190          0    Not Connected
   14850     random    5.57560    0.00000        673        253          0    barrier > max_thermal_window
    9923     random    0.98880    0.00000        422        188          0    repeat-4
   11645     random    1.51191    0.00000        367        159          0    repeat-13
    8720     random    1.62570    0.00000        592        247          0    good-16
    1829     random    0.00000    0.00000        774          3          0    Not Connected
    6338     random    0.98562    0.00000       1189        185          0    repeat-8
    7141     random    1.97791    0.00000        715        261          0    barrier > max_thermal_window
   11439     random    1.51281    0.00000        396        158          0    repeat-2
    9034     random    0.00000    0.00000        502        201          0    Not Connected
   12254     random    3.44367    0.00000        522        261          0    barrier > max_thermal_window
     231     random    2.10126    0.00000        634        172          0    barrier > max_thermal_window
   14061     random    0.00000    0.00000        785        113          0    Not Connected
    6712     random    0.00000    0.00000        750        270          0    Not Connected
   13243     random    4.20341    0.00000        382        203          0    barrier > max_thermal_window
   11485     random    0.00000    0.00000        816        107          0    Not Connected
    5778     random    1.51281    0.00000        534        157          0    repeat-14
    2970     random    0.00000    0.00000        567        206          0    Not Connected
    7421     random    0.00000    0.00000       1163        200          0    Not Connected
    6021     random    1.48295    0.00000        716        194          0    good-17
   14455     random    0.98563    0.00000        437        184          0    repeat-8
    1463     random    0.00000    0.00000       1698        224          0    Not Connected
   11273     random    0.98880    0.00000        483        186          0    repeat-9
    3978     random    0.00000    0.00000       1766        142          0    Not Connected
    3739     random    0.00000    0.00000        967        123          0    Not Connected
    9386     random    0.00000    0.00000        556        235          0    Not Connected
    9850     random    0.00000    0.00000        737        199          0    Not Connected
   13789     random    3.41040    0.00000        446        280          0    barrier > max_thermal_window
    1847     random    0.00000    0.00000        595        169          0    Not Connected
    4673     random    0.00000    0.00000       1105        320          0    Not Connected
    6121     random    0.00000    0.00000        663        251          0    Not Connected
    1987     random    0.00000    0.00000        456        217          0    Not Connected
    9856     random    0.00000    0.00000        701          3          0    Not Connected
    2175     random    4.20341    0.00000        539        201          0    barrier > max_thermal_window
    3947     random    0.60106    0.00000        532        147          0    repeat-12
    2775     random    0.61955    0.00000        566        137          0    repeat-0
    1429     random    0.00000    0.00000        686        185          0    Not Connected
    3308     random    4.20341    0.00000        466        202          0    barrier > max_thermal_window
    8672     random    0.00000    0.00000        484        290          0    Not Connected
    2103     random    0.98880    0.00000        463        185          0    repeat-9
   12206     random    0.60106    0.00000        406        149          0    repeat-7
    7224     random    1.51191    0.00000        403        153          0    good-18
    4676     random    1.51191    0.00000        375        155          0    repeat-13
    6863     random    3.44368    0.00000        510        271          0    barrier > max_thermal_window
      74     random    0.98880    0.00000        651        186          0    repeat-9
    7334     random    1.62470    0.00000        661        248          0    good-19
   13400     random    0.60106    0.00000        537        146          0    repeat-7
    9490     random    0.00000    0.00000        835        212          0    Not Connected
   12644     random    3.44371    0.00000        433        263          0    barrier > max_thermal_window
    4084     random    0.00000    0.00000        709        279          0    Not Connected
   14549     random    0.98563    0.00000        578        181          0    repeat-8
    1249     random    0.98563    0.00000        476        183          0    repeat-8
    2788     random    3.44301    0.00000        428        279          0    barrier > max_thermal_window
   10148     random    0.00000    0.00000       1276        213          0    Not Connected
    6981     random    0.00000    0.00000        663        197          0    Not Connected
   13405     random    3.45841    0.00000        340        240          0    barrier > max_thermal_window
    9947     random    4.20341    0.00000        554        200          0    barrier > max_thermal_window
    5479     random    1.98029    0.00000        631        258          0    barrier > max_thermal_window
    1697     random    1.97791    0.00000        906        260          0    barrier > max_thermal_window
   14546     random    2.10616    0.00000        722        178          0    barrier > max_thermal_window
    9524     random    2.10164    0.00000        674        172          0    barrier > max_thermal_window
    3454     random    0.61955    0.00000        658        138          0    repeat-0
   12535     random    0.00000    0.00000        773        210          0    Not Connected
   12850     random    1.51191    0.00000        422        157          0    repeat-13
    4964     random    0.98880    0.00000        508        188          0    repeat-4
    6822     random    3.44368    0.00000        754        277          0    barrier > max_thermal_window
     775     random    0.61955    0.00000        573        138          0    repeat-0
   12037     random    0.00000    0.00000        814        207          0    Not Connected
   12152     random    0.60107    0.00000        443        149          0    repeat-7
   14037     random    1.51266    0.00000        336        158          0    good-20
    4755     random    0.00000    0.00000        791        315          0    Not Connected
    9140     random    0.00000    0.00000        753        230          0    Not Connected
   13680     random    0.00000    0.00000        976        202          0    Not Connected
    6294     random    2.17857    0.00000        757        174          0    barrier > max_thermal_window
    7347     random    4.20341    0.00000        497        200          0    barrier > max_thermal_window
    9676     random    1.51281    0.00000        417        158          0    repeat-2
    6537     random    3.45841    0.00000        556        240          0    barrier > max_thermal_window
    6215     random    0.60106    0.00000        558        148          0    repeat-7
    4255     random    0.60106    0.00000        402        141          0    repeat-12
    5181     random    0.00000    0.00000        571        183          0    Not Connected
    6466     random    0.00000    0.00000        815        178          0    Not Connected
    8627     random    2.17857    0.00000        467        166          0    barrier > max_thermal_window
    5331     random    2.17857    0.00000        638        170          0    barrier > max_thermal_window
    4610     random    0.00000    0.00000        935        203          0    Not Connected
    4632     random    0.98563    0.00000        842        182          0    repeat-5
    6841     random    0.00000    0.00000        563        204          0    Not Connected
   14964     random    0.00000    0.00000        822        271          0    Not Connected
    3637     random    0.00000    0.00000       1650        163          0    Not Connected
    4804     random    1.48012    0.00000        554        197          0    repeat-11
    3694     random    3.41040    0.00000        634        289          0    barrier > max_thermal_window
   12929     random    1.19557    0.00000        633        226          0    repeat-15
    9362     random    1.97791    0.00000        704        262          0    barrier > max_thermal_window
    4757     random    0.00000    0.00000        737        266          0    Not Connected
    1908     random    0.00000    0.00000        616        239          0    Not Connected
   14293     random    2.16303    0.00000        932        185          0    barrier > max_thermal_window
   13107     random    0.61954    0.00000        401        137          0    repeat-0
    5655     random    0.98879    0.00000        445        191          0    repeat-4
   11176     random    2.08415    0.00000        716        277          0    barrier > max_thermal_window
   14476     random    0.00000    0.00000        702          4          0    Not Connected
    8664     random    1.61547    0.00000        835        211          0    repeat-1
     251     random    1.97791    0.00000       2533        256          0    barrier > max_thermal_window
    9445     random    3.45931    0.00000        587        232          0    barrier > max_thermal_window
     766     random    0.98563    0.00000        472        196          0    repeat-5
   11092     random    2.10126    0.00000       1263        174          0    barrier > max_thermal_window
    1189     random    0.60106    0.00000        566        148          0    repeat-12
    8596     random    3.45841    0.00000        460        239          0    barrier > max_thermal_window
   10300     random    0.00000    0.00000        690        160          0    Not Connected
   10475     random    0.00000    0.00000        835        209          0    Not Connected
   12267     random    0.61955    0.00000        555        137          0    repeat-0
    6816     random    0.98879    0.00000        564        192          0    repeat-4
    7429     random    3.44368    0.00000        362        265          0    barrier > max_thermal_window
    8044     random    3.45931    0.00000        442        239          0    barrier > max_thermal_window
    5192     random    0.98880    0.00000        415        188          0    repeat-9
    1560     random    0.00000    0.00000       1037        273          0    Not Connected
    2507     random    1.51266    0.00000        353        159          0    repeat-10
    5055     random    2.10616    0.00000        647        174          0    barrier > max_thermal_window
    2953     random    0.00000    0.00000        706        309          0    Not Connected
    8231     random    2.16303    0.00000       1389        184          0    barrier > max_thermal_window
    6941     random    3.69957    0.00000        657        238          0    barrier > max_thermal_window
    3464     random    1.51191    0.00000        412        154          0    repeat-18
    9384     random    2.10164    0.00000       1598        168          0    barrier > max_thermal_window
   10128     random    0.00000    0.00000       1248        243          0    Not Connected
    9592     random    0.00000    0.00000        975        160          0    Not Connected
    4038     random    2.10616    0.00000        608        172          0    barrier > max_thermal_window
    1248     random    1.97791    0.00000        696        263          0    barrier > max_thermal_window
   14574     random    0.98563    0.00000        487        182          0    repeat-8
   12219     random    0.98880    0.00000        605        187          0    repeat-9
   13478     random    1.61547    0.00000        710        215          0    repeat-1
   13438     random    0.61954    0.00000        428        138          0    repeat-0
    7824     random    1.51281    0.00000        328        159          0    repeat-14
   13900     random    0.00000    0.00000       1631        200          0    Not Connected
    6382     random    0.60106    0.00000        474        141          0    repeat-7
   11959     random    0.98880    0.00000        503        186          0    repeat-9
     431     random    0.60106    0.00000        474        145          0    repeat-12
    1717     random    0.98708    0.00000        478        185          0    repeat-6
   13700     random    3.41210    0.00000        425        286          0    barrier > max_thermal_window
   10375     random    1.20701    0.00000        648        211          0    good-21
   11049     random    3.44301    0.00000        559        265          0    barrier > max_thermal_window
    8774     random    0.98880    0.00000        656        188          0    repeat-4
   13105     random    1.98029    0.00000        618        265          0    barrier > max_thermal_window
    9253     random    0.00000    0.00000        866        159          0    Not Connected
    7373     random    1.51191    0.00000        315        158          0    repeat-13
   11421     random    0.00000    0.00000        779        298          0    Not Connected
    2312     random    2.10164    0.00000       1292        171          0    barrier > max_thermal_window
    3742     random    1.97791    0.00000        796        262          0    barrier > max_thermal_window
   13729     random    3.41040    0.00000        378        299          0    barrier > max_thermal_window
     907     random    1.51266    0.00000        375        159          0    repeat-10
   13412     random    1.99380    0.00000        904        273          0    barrier > max_thermal_window
    1993     random    2.10616    0.00000       1015        175          0    barrier > max_thermal_window
    3789     random    0.60106    0.00000        499        145          0    repeat-12
    2899     random    0.60106    0.00000        494        142          0    repeat-12
    1755     random    0.00000    0.00000        784        201          0    Not Connected
    1649     random    0.00000    0.00000       1116        214          0    Not Connected
    2502     random    0.98880    0.00000        452        187          0    repeat-9
    1425     random    0.98563    0.00000        468        182          0    repeat-8
    4690     random    0.00000    0.00000        843        196          0    Not Connected
   12102     random    1.51191    0.00000        466        160          0    repeat-13
   11044     random    0.98563    0.00000        462        181          0    repeat-8
    5962     random    0.00000    0.00000       1022        199          0    Not Connected
   12441     random    0.00000    0.00000        850        217          0    Not Connected
    1088     random    0.00000    0.00000        891        293          0    Not Connected
   13090     random    2.18132    0.00000        442        172          0    barrier > max_thermal_window
    7837     random    0.00000    0.00000        560        199          0    Not Connected
   13726     random    0.61955    0.00000        484        140          0    repeat-0
    4717     random    1.19558    0.00000        997        224          0    repeat-15
    2765     random    0.00000    0.00000        795        253          0    Not Connected
    3215     random    2.10616    0.00000        697        178          0    barrier > max_thermal_window
    9841     random    0.00000    0.00000        717        281          0    Not Connected
    8357     random    1.51191    0.00000        353        158          0    repeat-13
    2121     random    0.00000    0.00000        634        165          0    Not Connected
    7492     random    2.08415    0.00000        673        277          0    barrier > max_thermal_window
   13295     random    0.00000    0.00000        621        266          0    Not Connected
   10806     random    0.98707    0.00000        404        186          0    repeat-6
    5517     random    0.98708    0.00000        475        181          0    repeat-3
   13277     random    1.98029    0.00000        734        263          0    barrier > max_thermal_window
    3617     random    0.00000    0.00000        532          3          0    Not Connected
    5524     random    1.84890    0.00000        501        275          0    barrier > max_thermal_window
    9331     random    1.97791    0.00000        620        255          0    barrier > max_thermal_window
    4104     random    2.10616    0.00000       1127        180          0    barrier > max_thermal_window
    5758     random    1.62469    0.00000        560        248          0    good-22
    8379     random    0.98880    0.00000       1276        188          0    repeat-9
    8133     random    0.60106    0.00000        445        145          0    repeat-7
    5375     random    4.18016    0.00000       1016        260          0    barrier > max_thermal_window
    8531     random    0.00000    0.00000       1177        212          0    Not Connected
    7885     random    0.98562    0.00000        446        181          0    repeat-8
    2044     random    1.51266    0.00000        356        159          0    repeat-20
    1303     random    0.98562    0.00000        461        183          0    repeat-5
    3881     random    1.61546    0.00000        578        210          0    good-23
    3591     random    0.00000    0.00000        661        215          0    Not Connected
     685     random    0.00000    0.00000       1097        220          0    Not Connected
    8096     random    0.00000    0.00000        833        319          0    Not Connected
    4936     random    0.61955    0.00000        530        138          0    repeat-0
    5966     random    0.60106    0.00000        449        146          0    repeat-12
    6865     random    1.78459    0.00000        554        263          0    good-24
    8256     random    1.87556    0.00000        611        214          0    barrier > max_thermal_window
   13134     random    1.97791    0.00000        718        260          0    barrier > max_thermal_window
   11905     random    1.51281    0.00000        462        157          0    repeat-14
    9275     random    0.61955    0.00000        603        137          0    repeat-0
    4801     random    0.98879    0.00000        576        189          0    repeat-9
    7309     random    0.60106    0.00000        409        148          0    repeat-12
   14709     random    4.20361    0.00000        568        205          0    barrier > max_thermal_window
    7845     random    0.98708    0.00000        404        185          0    repeat-3
     322     random    0.61955    0.00000        580        137          0    repeat-0
    1672     random    0.60106    0.00000        468        145          0    repeat-7
   12142     random    0.00000    0.00000        949        211          0    Not Connected
     694     random    2.10164    0.00000        610        171          0    barrier > max_thermal_window
   13567     random    0.00000    0.00000       1049        249          0    Not Connected
    5245     random    2.10616    0.00000        642        182          0    barrier > max_thermal_window
   11799     random    0.60106    0.00000       1014        145          0    repeat-12
    8841     random    0.00000    0.00000        776        280          0    Not Connected
    2413     random    0.98707    0.00000        638        186          0    repeat-6
    6063     random    3.44371    0.00000        421        264          0    barrier > max_thermal_window
   11105     random    2.10164    0.00000        656        175          0    barrier > max_thermal_window
      67     random    3.44301    0.00000        483        266          0    barrier > max_thermal_window
    2527     random    3.44368    0.00000        440        263          0    barrier > max_thermal_window
    1269     random    1.51282    0.00000        334        159          0    repeat-14
   12948     random    1.49141    0.00000        401        213          0    good-25
   13980     random    0.00000    0.00000        869        198          0    Not Connected
    8645     random    3.41040    0.00000        596        286          0    barrier > max_thermal_window
    5941     random    0.60106    0.00000        449        144          0    repeat-12
   14603     random    0.00000    0.00000        911        291          0    Not Connected
   14886     random    0.00000    0.00000       1335        284          0    Not Connected
    7850     random    2.10164    0.00000        594        168          0    barrier > max_thermal_window
    6425     random    1.99380    0.00000        810        271          0    barrier > max_thermal_window
    3864     random    1.51191    0.00000        346        154          0    repeat-18
    1366     random    1.61630    0.00000        580        211          0    good-26
   13373     random    0.00000    0.00000        661        190          0    Not Connected
    5231     random    0.98708    0.00000        455        186          0    repeat-3
    2431     random    1.86031    0.00000        531        214          0    barrier > max_thermal_window
    3904     random    2.10126    0.00000        645        173          0    barrier > max_thermal_window
    7927     random    4.20341    0.00000        521        200          0    barrier > max_thermal_window
     638     random    0.00000    0.00000        963        200          0    Not Connected
   12507     random    0.61955    0.00000        517        138          0    repeat-0
    1413     random    1.51191    0.00000        310        158          0    repeat-18
    2677     random    0.98708    0.00000        548        189          0    repeat-3
     879     random    0.98707    0.00000        456        182          0    repeat-6
   13548     random    0.98707    0.00000        624        183          0    repeat-3
   14413     random    0.00000    0.00000       1194        236          0    Not Connected
    3733     random    0.00000    0.00000        570        257          0    Not Connected
     840     random    0.60106    0.00000        472        141          0    repeat-12
    8539     random    0.00000    0.00000       1949        305          0    Not Connected
    6595     random    0.00000    0.00000        678        204          0    Not Connected
    5461     random    0.00000    0.00000        642        191          0    Not Connected
    6565     random    1.97791    0.00000        774        259          0    barrier > max_thermal_window
   13416     random    3.44368    0.00000        442        270          0    barrier > max_thermal_window
   13863     random    0.98708    0.00000        481        185          0    repeat-3
    5752     random    0.00000    0.00000        651        216          0    Not Connected
    9986     random    0.00000    0.00000        747        192          0    Not Connected
   12026     random    0.00000    0.00000       1037        199          0    Not Connected
    6700     random    0.60106    0.00000        584        145          0    repeat-7
     459     random    0.60106    0.00000        387        141          0    repeat-12
   12824     random    0.00000    0.00000        726        201          0    Not Connected
    7485     random    2.10164    0.00000       1993        171          0    barrier > max_thermal_window
   12041     random    3.41051    0.00000        569        279          0    barrier > max_thermal_window
    7975     random    0.00000    0.00000      10538          1          0    Saddle Search Terminated Total Iterations
    2069     random    1.51266    0.00000        337        159          0    repeat-10
    6241     random    0.00000    0.00000        520        200          0    Not Connected
    1383     random    0.60106    0.00000        403        144          0    repeat-7
   14953     random    1.51191    0.00000        409        154          0    repeat-13
   11541     random    0.60106    0.00000        423        141          0    repeat-7
   14228     random    0.98880    0.00000        474        185          0    repeat-4
    7553     random    0.60106    0.00000        392        145          0    repeat-12
    7629     random    2.10164    0.00000        679        168          0    barrier > max_thermal_window
    1890     random    1.98029    0.00000        580        262          0    barrier > max_thermal_window
    3895     random    0.00000    0.00000        485        184          0    Not Connected
   12105     random    1.51281    0.00000        481        160          0    repeat-2
     898     random    0.00000    0.00000        677        199          0    Not Connected
    1172     random    0.61954    0.00000        426        137          0    repeat-0
   12325     random    0.00000    0.00000        637        215          0    Not Connected
    4240     random    0.00000    0.00000        524        253          0    Not Connected
   12299     random    2.10164    0.00000        921        169          0    barrier > max_thermal_window
    8087     random    1.51266    0.00000        693        159          0    repeat-20
    9484     random    3.21462    0.00000        466        190          0    barrier > max_thermal_window
    3262     random    0.00000    0.00000       1018          3          0    Not Connected
   13544     random    1.84890    0.00000        863        276          0    barrier > max_thermal_window
   12228     random    2.10164    0.00000        789        163          0    barrier > max_thermal_window
   14345     random    0.98563    0.00000        609        185          0    repeat-5
    9645     random    0.60106    0.00000        511        146          0    repeat-7
    1049     random    1.51266    0.00000        340        158          0    repeat-20
   10510     random    0.00000    0.00000        601        191          0    Not Connected
   12670     random    3.44367    0.00000        479        260          0    barrier > max_thermal_window
    8585     random    1.51281    0.00000        487        159          0    repeat-2
    8757     random    2.10616    0.00000        665        175          0    barrier > max_thermal_window
    3667     random    0.61954    0.00000        760        138          0    repeat-0
    7938     random    0.98707    0.00000        437        187          0    repeat-6
     968     random    0.98708    0.00000        444        185          0    repeat-3
    9008     random    1.97791    0.00000        854        259          0    barrier > max_thermal_window
   14664     random    0.00000    0.00000        975        164          0    Not Connected
    9911     random    0.98880    0.00000        718        188          0    repeat-9
    5579     random    0.00000    0.00000        969        454          0    Not Connected
   12656     random    0.60106    0.00000        492        146          0    repeat-12
    9317     random    0.00000    0.00000        707          3          0    Not Connected
   10014     random    3.41052    0.00000        360        291          0    barrier > max_thermal_window
    6455     random    0.00000    0.00000       1421        220          0    Not Connected
    9424     random    1.51266    0.00000        387        159          0    repeat-20
    4155     random    0.00000    0.00000        724        164          0    Not Connected
     365     random    1.48055    0.00000        531        195          0    good-27
    7503     random    0.98707    0.00000        463        185          0    repeat-6
   11274     random    0.00000    0.00000       1290        272          0    Not Connected
   10801     random    0.61954    0.00000        436        138          0    repeat-0
     695     random    0.60107    0.00000        391        146          0    repeat-7
    2880     random    1.51191    0.00000        589        158          0    repeat-18
    7225     random    1.51191    0.00000        385        154          0    repeat-13
    6436     random    0.00000    0.00000       1160        273          0    Not Connected
   10882     random    0.98563    0.00000        430        182          0    repeat-8
    8038     random    2.10616    0.00000        517        176          0    barrier > max_thermal_window
      92     random    0.00000    0.00000        675        206          0    Not Connected
   11880     random    2.10164    0.00000        855        171          0    barrier > max_thermal_window
    7362     random    1.51191    0.00000        366        154          0    repeat-18
    2466     random    1.97791    0.00000        928        260          0    barrier > max_thermal_window
    2958     random    0.00000    0.00000       1555        251          0    Not Connected
    4609     random    0.98880    0.00000        655        188          0    repeat-4
   14843     random    2.15942    0.00000        645        184          0    barrier > max_thermal_window
    4278     random    1.51191    0.00000        330        156          0    repeat-18
     733     random    0.00000    0.00000        912        216          0    Not Connected
   11931     random    0.00000    0.00000       1298        194          0    Not Connected
   14980     random    0.98880    0.00000        540        187          0    repeat-4
    4946     random    2.10127    0.00000        799        175          0    barrier > max_thermal_window
   10443     random    0.98563    0.00000        402        188          0    repeat-8
    9215     random    0.00000    0.00000        530        184          0    Not Connected
    4266     random    0.00000    0.00000        735        421          0    Not Connected
   12844     random    0.61954    0.00000        451        137          0    repeat-0
   13808     random    0.00000    0.00000        826        257          0    Not Connected
    2665     random    0.98563    0.00000        510        183          0    repeat-5
   13782     random    2.10616    0.00000        734        181          0    barrier > max_thermal_window
    3702     random    1.98029    0.00000        861        262          0    barrier > max_thermal_window
    1524     random    0.60106    0.00000        507        142          0    repeat-12
    2072     random    1.51191    0.00000        467        158          0    repeat-18
   11688     random    3.44368    0.00000        442        260          0    barrier > max_thermal_window
    9323     random    0.00000    0.00000        508        237          0    Not Connected
   10267     random    0.98880    0.00000        520        185          0    repeat-4
    1590     random    0.00000    0.00000       1123        207          0    Not Connected
   11397     random    0.00000    0.00000       1430        201          0    Not Connected
   10859     random    0.98707    0.00000        465        186          0    repeat-6
    4243     random    0.00000    0.00000        703        125          0    Not Connected
     253     random    0.00000    0.00000        876        239          0    Not Connected
   11052     random    0.00000    0.00000       1487        215          0    Not Connected
    3777     random    1.98029    0.00000        665        264          0    barrier > max_thermal_window
    9888     random    1.51281    0.00000        549        159          0    repeat-14
    2251     random    3.44301    0.00000        526        264          0    barrier > max_thermal_window
    5695     random    0.00000    0.00000        649        199          0    Not Connected
   14129     random    0.00000    0.00000       1236        174          0    Not Connected
     524     random    3.44301    0.00000        542        280          0    barrier > max_thermal_window
    5680     random    3.69980    0.00000        616        246          0    barrier > max_thermal_window
    5804     random    2.10616    0.00000        894        176          0    barrier > max_thermal_window
      30     random    2.10616    0.00000        636        171          0    barrier > max_thermal_window
    1417     random    2.10616    0.00000        590        174          0    barrier > max_thermal_window
   10968     random    2.10126    0.00000        677        173          0    barrier > max_thermal_window
   12251     random    1.51266    0.00000        448        159          0    repeat-20
    4022     random    0.61955    0.00000        427        138          0    repeat-0
    2667     random    1.51191    0.00000        387        154          0    repeat-18
   11534     random    1.99380    0.00000        794        274          0    barrier > max_thermal_window
    9965     random    0.98880    0.00000        412        187          0    repeat-4
   10412     random    0.00000    0.00000        794        180          0    Not Connected
   14561     random    0.98880    0.00000        451        189          0    repeat-4
    3848     random    0.00000    0.00000       1088        200          0    Not Connected
    7184     random    2.70171    0.00000       1104        241          0    barrier > max_thermal_window
     761     random    0.00000    0.00000        704        195          0    Not Connected
    8922     random    0.98879    0.00000        465        186          0    repeat-4
    3201     random    3.45931    0.00000        489        244          0    barrier > max_thermal_window
    8742     random    0.98707    0.00000        727        186          0    repeat-6
   14400     random    0.61955    0.00000        575        138          0    repeat-0
   13463     random    0.00000    0.00000        858        374          0    Not Connected
    7948     random    0.60107    0.00000        754        147          0    repeat-7
   10199     random    2.08535    0.00000        815        273          0    barrier > max_thermal_window
    8527     random    1.51191    0.00000        356        155          0    repeat-18
    2326     random    0.00000    0.00000       2964        243          0    Not Connected
   11451     random    0.61955    0.00000        848        138          0    repeat-0
    4806     random    2.15942    0.00000        798        183          0    barrier > max_thermal_window
    5264     random    1.78820    0.00000       1069        271          0    good-28
     451     random    0.00000    0.00000        931        329          0    Not Connected
    6807     random    0.00000    0.00000        929        318          0    Not Connected
