    wuid       type    barrier   max-dist    sad-fcs   mins-fcs   pref-fcs    result
    3937     random    3.45841    0.00000        479        240          0    barrier > max_thermal_window
   11151     random    1.51191    0.00000       1184        154          0    repeat-4
    8815     random    1.51191    0.00000        433        154          0    repeat-0
    8749     random    2.10126    0.00000       1030        172          0    barrier > max_thermal_window
    1392     random    0.00000    0.00000       1249        202          0    Not Connected
    1431     random    3.44301    0.00000        400        265          0    barrier > max_thermal_window
   10347     random    0.00000    0.00000        618        180          0    Not Connected
   11026     random    2.10126    0.00000        711        172          0    barrier > max_thermal_window
      85     random    0.60106    0.00000        464        145          0    repeat-11
    4147     random    0.98563    0.00000        385        184          0    repeat-12
   11072     random    0.00000    0.00000        822        437          0    Not Connected
     947     random    3.45931    0.00000        505        238          0    barrier > max_thermal_window
   13965     random    0.98708    0.00000        454        186          0    repeat-7
   10852     random    2.10126    0.00000        577        172          0    barrier > max_thermal_window
   13770     random    2.10164    0.00000        846        172          0    barrier > max_thermal_window
   12696     random    1.19558    0.00000       4912        223          0    good-18
     452     random    2.10164    0.00000        691        173          0    barrier > max_thermal_window
    4540     random    3.45841    0.00000        334        238          0    barrier > max_thermal_window
    4987     random    0.60107    0.00000       1055        143          0    repeat-13
   14711     random    1.51266    0.00000        342        158          0    repeat-14
    8493     random    0.00000    0.00000       1509        172          0    Not Connected
     726     random    1.91803    0.00000        955        330          0    barrier > max_thermal_window
    4345     random    3.41210    0.00000        491        282          0    barrier > max_thermal_window
   13252     random    2.10126    0.00000        607        170          0    barrier > max_thermal_window
   14850     random    0.00000    0.00000       2188        220          0    Not Connected
    9923     random    0.98708    0.00000        377        186          0    repeat-6
   11645     random    1.98029    0.00000        690        267          0    barrier > max_thermal_window
    8720     random    2.10616    0.00000        851        175          0    barrier > max_thermal_window
    1829     random    0.00000    0.00000        941        199          0    Not Connected
    6338     random    0.98707    0.00000        394        187          0    repeat-6
    7141     random    0.98708    0.00000        416        185          0    repeat-7
   11439     random    5.26941    0.00000        407        217          0    barrier > max_thermal_window
    9034     random    0.00000    0.00000        822        184          0    Not Connected
   12254     random    2.10616    0.00000       1032        176          0    barrier > max_thermal_window
     231     random    0.98880    0.00000        532        187          0    repeat-9
   14061     random    0.61955    0.00000        429        137          0    repeat-2
    6712     random    3.44371    0.00000        365        264          0    barrier > max_thermal_window
   13243     random    0.00000    0.00000       1097        204          0    Not Connected
   11485     random    0.00000    0.00000        960        216          0    Not Connected
    5778     random    2.10616    0.00000        859        175          0    barrier > max_thermal_window
    2970     random    2.10164    0.00000        553        164          0    barrier > max_thermal_window
    7421     random    0.00000    0.00000        401        309          0    Not Connected
    6021     random    2.10126    0.00000        757        172          0    barrier > max_thermal_window
   14455     random    0.98880    0.00000        406        184          0    repeat-5
    1463     random    2.10126    0.00000        515        172          0    barrier > max_thermal_window
   11273     random    0.00000    0.00000        898        206          0    Not Connected
    3978     random    3.45874    0.00000        513        242          0    barrier > max_thermal_window
    3739     random    1.61547    0.00000        769        216          0    good-19
    9386     random    0.60106    0.00000        372        146          0    repeat-13
    9850     random    0.00000    0.00000        785        254          0    Not Connected
   13789     random    0.60106    0.00000        527        147          0    repeat-11
    1847     random    3.45841    0.00000        344        224          0    barrier > max_thermal_window
    4673     random    0.00000    0.00000        835        200          0    Not Connected
    6121     random    2.10164    0.00000        517        172          0    barrier > max_thermal_window
    1987     random    0.00000    0.00000        885        309          0    Not Connected
    9856     random    4.20361    0.00000        345        204          0    barrier > max_thermal_window
    2175     random    0.98563    0.00000        424        177          0    repeat-12
    3947     random    1.97791    0.00000       1444        262          0    barrier > max_thermal_window
    2775     random    0.98880    0.00000        386        184          0    repeat-9
    1429     random    2.10164    0.00000       1169        168          0    barrier > max_thermal_window
    3308     random    0.98708    0.00000        366        186          0    repeat-6
    8672     random    2.10616    0.00000        556        172          0    barrier > max_thermal_window
    2103     random    1.99380    0.00000        612        278          0    barrier > max_thermal_window
   12206     random    2.10616    0.00000        613        169          0    barrier > max_thermal_window
    7224     random    0.98708    0.00000        423        185          0    repeat-6
    4676     random    0.98880    0.00000        377        191          0    repeat-5
    6863     random    1.51281    0.00000        346        158          0    repeat-8
      74     random    0.60106    0.00000        536        147          0    repeat-13
    7334     random    0.00000    0.00000        483        260          0    Not Connected
   13400     random    0.60106    0.00000        717        150          0    repeat-11
    9490     random    0.61955    0.00000        533        136          0    repeat-2
   12644     random    3.45841    0.00000        530        237          0    barrier > max_thermal_window
    4084     random    0.61954    0.00000        393        137          0    repeat-2
   14549     random    1.51266    0.00000        338        160          0    repeat-14
    1249     random    4.23411    0.00000        394        197          0    barrier > max_thermal_window
    2788     random    4.20361    0.00000        361        204          0    barrier > max_thermal_window
   10148     random    0.60106    0.00000        456        147          0    repeat-13
    6981     random    0.60106    0.00000        382        144          0    repeat-13
   13405     random    0.00000    0.00000       1597          3          0    Not Connected
    9947     random    0.00000    0.00000        623        181          0    Not Connected
    5479     random    0.61954    0.00000       1242        138          0    repeat-2
    1697     random    4.21469    0.00000        472        197          0    barrier > max_thermal_window
   14546     random    0.00000    0.00000        589        203          0    Not Connected
    9524     random    0.98879    0.00000        393        192          0    repeat-5
    3454     random    0.60106    0.00000        428        145          0    repeat-13
   12535     random    1.51281    0.00000        313        158          0    good-20
   12850     random    1.99380    0.00000        752        259          0    barrier > max_thermal_window
    4964     random    1.51266    0.00000        392        158          0    good-21
    6822     random    0.98879    0.00000       1361        186          0    repeat-9
     775     random    1.78458    0.00000       1771        246          0    good-22
   12037     random    1.51191    0.00000        334        154          0    repeat-0
   12152     random    0.98879    0.00000        403        194          0    repeat-9
   14037     random    0.98880    0.00000        415        186          0    repeat-9
    4755     random    2.10164    0.00000        742        170          0    barrier > max_thermal_window
    9140     random    2.10164    0.00000        734        170          0    barrier > max_thermal_window
   13680     random    2.10164    0.00000        759        164          0    barrier > max_thermal_window
    6294     random    2.10616    0.00000        814        178          0    barrier > max_thermal_window
    7347     random    1.51266    0.00000        324        158          0    repeat-21
    9676     random    0.00000    0.00000       1291        210          0    Not Connected
    6537     random    1.51281    0.00000        322        160          0    repeat-8
    6215     random    0.60106    0.00000        660        143          0    repeat-11
    4255     random    0.98563    0.00000        342        181          0    repeat-12
    5181     random    1.51266    0.00000        319        158          0    repeat-14
    6466     random    1.20701    0.00000        476        226          0    good-23
    8627     random    1.51266    0.00000        315        160          0    repeat-14
    5331     random    0.98563    0.00000        417        183          0    repeat-12
    4610     random    0.00000    0.00000        943        273          0    Not Connected
    4632     random    3.45874    0.00000        329        239          0    barrier > max_thermal_window
    6841     random    0.00000    0.00000        569        184          0    Not Connected
   14964     random    0.98707    0.00000        461        189          0    repeat-7
    3637     random    1.51191    0.00000        395        154          0    repeat-4
    4804     random    0.98708    0.00000        422        186          0    repeat-6
    3694     random    0.60106    0.00000        607        144          0    repeat-13
   12929     random    0.60106    0.00000        440        143          0    repeat-13
    9362     random    1.51191    0.00000        306        154          0    repeat-0
    4757     random    0.00000    0.00000       1193        194          0    Not Connected
    1908     random    0.00000    0.00000        907        342          0    Not Connected
   14293     random    0.98879    0.00000        403        184          0    repeat-9
   13107     random    0.00000    0.00000       1246        199          0    Not Connected
    5655     random    1.51191    0.00000        754        154          0    repeat-0
   11176     random    0.00000    0.00000        676        201          0    Not Connected
   14476     random    3.44301    0.00000        323        263          0    barrier > max_thermal_window
    8664     random    3.11138    0.00000       1423        185          0    barrier > max_thermal_window
     251     random    0.98880    0.00000        439        192          0    repeat-5
    9445     random    0.98879    0.00000        426        185          0    repeat-5
     766     random    2.10126    0.00000        648        182          0    barrier > max_thermal_window
   11092     random    2.10126    0.00000        781        169          0    barrier > max_thermal_window
    1189     random    2.10126    0.00000        567        173          0    barrier > max_thermal_window
    8596     random    2.10126    0.00000        557        173          0    barrier > max_thermal_window
   10300     random    0.98563    0.00000        362        184          0    repeat-17
   10475     random    0.98563    0.00000        441        185          0    repeat-12
   12267     random    1.51191    0.00000        374        154          0    repeat-4
    6816     random    0.00000    0.00000        671        160          0    Not Connected
    7429     random    2.10164    0.00000        813        157          0    barrier > max_thermal_window
    8044     random    0.98708    0.00000        569        187          0    repeat-6
    5192     random    0.60106    0.00000        436        144          0    repeat-13
    1560     random    0.98708    0.00000        360        186          0    repeat-6
    2507     random    2.10164    0.00000        753        162          0    barrier > max_thermal_window
    5055     random    0.98880    0.00000        975        188          0    repeat-9
    2953     random    0.00000    0.00000        905        175          0    Not Connected
    8231     random    4.20341    0.00000        448        203          0    barrier > max_thermal_window
    6941     random    0.60108    0.00000        841        143          0    repeat-11
    3464     random    1.91803    0.00000        780        314          0    barrier > max_thermal_window
    9384     random    1.51281    0.00000        337        158          0    repeat-20
   10128     random    3.69980    0.00000        537        244          0    barrier > max_thermal_window
    9592     random    0.00000    0.00000        483        314          0    Not Connected
    4038     random    3.45841    0.00000        479        224          0    barrier > max_thermal_window
    1248     random    0.00000    0.00000        569        276          0    Not Connected
   14574     random    0.00000    0.00000        556        185          0    Not Connected
   12219     random    0.00000    0.00000        555        204          0    Not Connected
   13478     random    0.98707    0.00000        723        176          0    repeat-6
   13438     random    1.61547    0.00000        552        219          0    good-24
    7824     random    0.61956    0.00000        514        138          0    repeat-2
   13900     random    2.10164    0.00000        634        164          0    barrier > max_thermal_window
    6382     random    3.45931    0.00000        390        233          0    barrier > max_thermal_window
   11959     random    1.99380    0.00000        557        277          0    barrier > max_thermal_window
     431     random    1.51191    0.00000        319        154          0    repeat-0
    1717     random    0.98880    0.00000        371        185          0    repeat-5
   13700     random    2.10616    0.00000        924        172          0    barrier > max_thermal_window
   10375     random    0.98708    0.00000        393        185          0    repeat-7
   11049     random    0.60106    0.00000        652        149          0    repeat-11
    8774     random    1.84891    0.00000        497        277          0    barrier > max_thermal_window
   13105     random    0.61954    0.00000        444        136          0    repeat-2
    9253     random    2.10126    0.00000        605        172          0    barrier > max_thermal_window
    7373     random    0.60106    0.00000        572        141          0    repeat-11
   11421     random    0.00000    0.00000        629        275          0    Not Connected
    2312     random    3.44371    0.00000        562        264          0    barrier > max_thermal_window
    3742     random    0.00000    0.00000        730        422          0    Not Connected
   13729     random    1.51266    0.00000        392        158          0    repeat-14
     907     random    0.00000    0.00000       1760        182          0    Not Connected
   13412     random    0.00000    0.00000        525        161          0    Not Connected
    1993     random    2.10164    0.00000        682        163          0    barrier > max_thermal_window
    3789     random    0.98880    0.00000        373        186          0    repeat-5
    2899     random    0.00000    0.00000        714        157          0    Not Connected
    1755     random    0.60106    0.00000        461        141          0    repeat-13
    1649     random    4.20342    0.00000        335        203          0    barrier > max_thermal_window
    2502     random    0.98707    0.00000        406        184          0    repeat-7
    1425     random    0.60106    0.00000        515        142          0    repeat-11
    4690     random    0.00000    0.00000        743        236          0    Not Connected
   12102     random    0.00000    0.00000        522        242          0    Not Connected
   11044     random    0.98707    0.00000        453        185          0    repeat-6
    5962     random    3.44371    0.00000        371        261          0    barrier > max_thermal_window
   12441     random    3.44371    0.00000        403        265          0    barrier > max_thermal_window
    1088     random    0.00000    0.00000        457        184          0    Not Connected
   13090     random    2.10164    0.00000        730        165          0    barrier > max_thermal_window
    7837     random    3.72797    0.00000        827        245          0    barrier > max_thermal_window
   13726     random    3.44371    0.00000        517        265          0    barrier > max_thermal_window
    4717     random    1.51281    0.00000        375        153          0    repeat-20
    2765     random    3.45931    0.00000        404        240          0    barrier > max_thermal_window
    3215     random    0.00000    0.00000        539        259          0    Not Connected
    9841     random    0.98563    0.00000        388        183          0    repeat-17
    8357     random    3.45931    0.00000        414        240          0    barrier > max_thermal_window
    2121     random    0.00000    0.00000        554        159          0    Not Connected
    7492     random    2.10126    0.00000       1018        173          0    barrier > max_thermal_window
   13295     random    1.51281    0.00000        330        153          0    repeat-20
   10806     random    2.10164    0.00000        849        168          0    barrier > max_thermal_window
    5517     random    0.00000    0.00000      15175          1          0    Saddle Search Terminated Total Iterations
   13277     random    0.61954    0.00000        398        138          0    repeat-2
    3617     random    0.60106    0.00000        413        145          0    repeat-11
    5524     random    0.60106    0.00000        394        144          0    repeat-13
    9331     random    0.00000    0.00000       2479        247          0    Not Connected
    4104     random    0.00000    0.00000       1000        217          0    Not Connected
    5758     random    0.60106    0.00000        476        144          0    repeat-11
    8379     random    3.41051    0.00000        431        288          0    barrier > max_thermal_window
    8133     random    0.60106    0.00000        386        146          0    repeat-11
    5375     random    0.00000    0.00000        545        178          0    Not Connected
    8531     random    0.00000    0.00000        564        259          0    Not Connected
    7885     random    0.00000    0.00000       4358        348          0    Not Connected
    2044     random    0.00000    0.00000       1358        218          0    Not Connected
    1303     random    0.60106    0.00000        488        144          0    repeat-13
    3881     random    0.00000    0.00000        780        279          0    Not Connected
    3591     random    1.51266    0.00000        362        158          0    repeat-14
     685     random    2.10164    0.00000        716        171          0    barrier > max_thermal_window
    8096     random    0.98707    0.00000        497        186          0    repeat-7
    4936     random    0.00000    0.00000       1629        251          0    Not Connected
    5966     random    0.00000    0.00000        526        159          0    Not Connected
    6865     random    0.98563    0.00000        414        180          0    repeat-12
    8256     random    1.48013    0.00000        506        197          0    good-25
   13134     random    2.10164    0.00000        562        174          0    barrier > max_thermal_window
   11905     random    0.98880    0.00000        405        192          0    repeat-5
    9275     random    0.98563    0.00000       1308        182          0    repeat-17
    4801     random    2.10616    0.00000        679        170          0    barrier > max_thermal_window
    7309     random    0.00000    0.00000       3598        194          0    Not Connected
   14709     random    0.61954    0.00000        418        138          0    repeat-2
    7845     random    0.00000    0.00000        908        199          0    Not Connected
     322     random    0.00000    0.00000        778        114          0    Not Connected
    1672     random    0.60106    0.00000        395        147          0    repeat-11
   12142     random    1.51281    0.00000        604        155          0    repeat-8
     694     random    2.10164    0.00000        793        163          0    barrier > max_thermal_window
   13567     random    0.61955    0.00000        449        137          0    repeat-2
    5245     random    1.51281    0.00000        441        158          0    repeat-8
   11799     random    0.00000    0.00000        971        156          0    Not Connected
    8841     random    0.00000    0.00000        577        265          0    Not Connected
    2413     random    4.20342    0.00000        292        200          0    barrier > max_thermal_window
    6063     random    2.15799    0.00000       1027        179          0    barrier > max_thermal_window
   11105     random    2.10126    0.00000        820        166          0    barrier > max_thermal_window
      67     random    0.98563    0.00000        504        189          0    repeat-17
    2527     random    0.60106    0.00000        552        146          0    repeat-11
    1269     random    1.51191    0.00000        574        154          0    repeat-0
   12948     random    2.10616    0.00000        662        176          0    barrier > max_thermal_window
   13980     random    0.60106    0.00000        477        147          0    repeat-13
    8645     random    0.60106    0.00000        506        144          0    repeat-11
    5941     random    0.00000    0.00000       1296        347          0    Not Connected
   14603     random    0.61954    0.00000        450        137          0    repeat-2
   14886     random    1.51266    0.00000        343        158          0    repeat-21
    7850     random    0.98563    0.00000        375        184          0    repeat-12
    6425     random    0.00000    0.00000        845        183          0    Not Connected
    3864     random    2.10126    0.00000        704        174          0    barrier > max_thermal_window
    1366     random    0.60106    0.00000        403        145          0    repeat-13
   13373     random    0.00000    0.00000        494        185          0    Not Connected
    5231     random    1.51191    0.00000        387        154          0    repeat-0
    2431     random    1.51191    0.00000        325        154          0    repeat-0
    3904     random    1.51266    0.00000        355        159          0    repeat-21
    7927     random    2.10164    0.00000        788        166          0    barrier > max_thermal_window
     638     random    2.71930    0.00000        882        242          0    barrier > max_thermal_window
   12507     random    2.10126    0.00000        607        175          0    barrier > max_thermal_window
    1413     random    1.19647    0.00000        400        227          0    good-26
    2677     random    0.61954    0.00000        416        137          0    repeat-2
     879     random    0.61955    0.00000        514        138          0    repeat-2
   13548     random    1.51191    0.00000        283        158          0    repeat-4
   14413     random    1.51266    0.00000        338        158          0    repeat-21
    3733     random    0.98707    0.00000        365        187          0    repeat-7
     840     random    0.61955    0.00000        509        137          0    repeat-2
    8539     random    0.61954    0.00000        402        137          0    repeat-2
    6595     random    0.00000    0.00000       1028        214          0    Not Connected
    5461     random    3.44301    0.00000        453        265          0    barrier > max_thermal_window
    6565     random    1.99380    0.00000        618        274          0    barrier > max_thermal_window
   13416     random    7.01082    0.00000        713        262          0    barrier > max_thermal_window
   13863     random    3.21426    0.00000        790        193          0    barrier > max_thermal_window
    5752     random    3.41210    0.00000        411        281          0    barrier > max_thermal_window
    9986     random    0.00000    0.00000        564        261          0    Not Connected
   12026     random    3.41210    0.00000        665        267          0    barrier > max_thermal_window
    6700     random    1.51191    0.00000       1398        154          0    repeat-4
     459     random    2.10126    0.00000        602        171          0    barrier > max_thermal_window
   12824     random    0.98880    0.00000        470        184          0    repeat-5
    7485     random    1.51281    0.00000        385        158          0    repeat-8
   12041     random    0.00000    0.00000        907        152          0    Not Connected
    7975     random    2.10164    0.00000        697        169          0    barrier > max_thermal_window
    2069     random    3.45841    0.00000        559        241          0    barrier > max_thermal_window
    6241     random    0.60106    0.00000        424        141          0    repeat-13
    1383     random    4.20361    0.00000        314        200          0    barrier > max_thermal_window
   14953     random    0.60106    0.00000        385        149          0    repeat-13
   11541     random    0.00000    0.00000        887        209          0    Not Connected
   14228     random    0.60106    0.00000        409        147          0    repeat-11
    7553     random    0.00000    0.00000       1134        211          0    Not Connected
    7629     random    4.20361    0.00000        295        204          0    barrier > max_thermal_window
    1890     random    0.98707    0.00000        426        182          0    repeat-7
    3895     random    0.98880    0.00000        437        184          0    repeat-5
   12105     random    3.41210    0.00000        421        281          0    barrier > max_thermal_window
     898     random    2.10616    0.00000        638        177          0    barrier > max_thermal_window
    1172     random    3.69980    0.00000        521        244          0    barrier > max_thermal_window
   12325     random    0.00000    0.00000       1224        243          0    Not Connected
    4240     random    2.10616    0.00000       1020        174          0    barrier > max_thermal_window
   12299     random    0.00000    0.00000       1320        209          0    Not Connected
    8087     random    0.00000    0.00000        938        340          0    Not Connected
    9484     random    3.69955    0.00000        642        234          0    barrier > max_thermal_window
    3262     random    0.61955    0.00000        444        136          0    repeat-2
   13544     random    0.61954    0.00000        501        137          0    repeat-2
   12228     random    0.00000    0.00000        601        184          0    Not Connected
   14345     random    0.00000    0.00000        618        198          0    Not Connected
    9645     random    0.98563    0.00000        522        186          0    repeat-12
    1049     random    0.00000    0.00000       1113        211          0    Not Connected
   10510     random    2.10616    0.00000       1385        174          0    barrier > max_thermal_window
   12670     random    0.98880    0.00000        590        193          0    repeat-5
    8585     random    2.15798    0.00000       1611        186          0    barrier > max_thermal_window
    8757     random    0.60106    0.00000        600        141          0    repeat-13
    3667     random    1.51266    0.00000        316        158          0    repeat-21
    7938     random    2.10616    0.00000        581        173          0    barrier > max_thermal_window
     968     random    0.98563    0.00000        554        183          0    repeat-17
    9008     random    2.10126    0.00000        590        175          0    barrier > max_thermal_window
   14664     random    3.21464    0.00000        620        199          0    barrier > max_thermal_window
    9911     random    3.45841    0.00000        414        240          0    barrier > max_thermal_window
    5579     random    3.44368    0.00000        328        258          0    barrier > max_thermal_window
   12656     random    0.00000    0.00000        439        179          0    Not Connected
    9317     random    2.10126    0.00000        529        171          0    barrier > max_thermal_window
   10014     random    0.00000    0.00000       3609        203          0    Not Connected
    6455     random    4.19838    0.00000        370        254          0    barrier > max_thermal_window
    9424     random    3.41040    0.00000        512        288          0    barrier > max_thermal_window
    4155     random    0.00000    0.00000        996        212          0    Not Connected
     365     random    0.00000    0.00000       2015        331          0    Not Connected
    7503     random    0.00000    0.00000        526        119          0    Not Connected
   11274     random    2.10164    0.00000        534        173          0    barrier > max_thermal_window
   10801     random    0.00000    0.00000        493        199          0    Not Connected
     695     random    2.10164    0.00000        552        172          0    barrier > max_thermal_window
    2880     random    1.51191    0.00000        310        154          0    repeat-0
    7225     random    0.00000    0.00000      16330          1          0    Saddle Search Terminated Total Iterations
    6436     random    0.00000    0.00000        812        200          0    Not Connected
   10882     random    0.60106    0.00000        588        150          0    repeat-13
    8038     random    0.61954    0.00000        408        138          0    repeat-2
      92     random    1.51191    0.00000        298        154          0    repeat-0
   11880     random    2.10126    0.00000        697        175          0    barrier > max_thermal_window
    7362     random    1.51266    0.00000        419        160          0    repeat-21
    2466     random    0.98563    0.00000        399        182          0    repeat-12
    2958     random    0.60106    0.00000        517        147          0    repeat-11
    4609     random    0.60106    0.00000        399        144          0    repeat-11
   14843     random    0.00000    0.00000       1355        209          0    Not Connected
    4278     random    3.44367    0.00000        421        258          0    barrier > max_thermal_window
     733     random    0.00000    0.00000       2370        194          0    Not Connected
   11931     random    0.61955    0.00000        780        138          0    repeat-2
   14980     random    0.61955    0.00000        414        137          0    repeat-2
    4946     random    1.91824    0.00000       2142        313          0    barrier > max_thermal_window
   10443     random    0.00000    0.00000       1679        247          0    Not Connected
    9215     random    1.51281    0.00000        443        155          0    repeat-8
    4266     random    1.51281    0.00000        409        156          0    repeat-8
   12844     random    0.00000    0.00000       1617        334          0    Not Connected
   13808     random    0.60106    0.00000        499        146          0    repeat-11
    2665     random    0.00000    0.00000        713        419          0    Not Connected
   13782     random    1.51281    0.00000        321        155          0    repeat-20
    3702     random    0.61955    0.00000        486        138          0    repeat-2
    1524     random    0.00000    0.00000        395        155          0    Not Connected
    2072     random    0.98707    0.00000        674        185          0    repeat-7
   11688     random    1.51191    0.00000        350        158          0    repeat-0
    9323     random    0.98879    0.00000        402        191          0    repeat-5
   10267     random    0.00000    0.00000        839        336          0    Not Connected
    1590     random    2.10616    0.00000        721        171          0    barrier > max_thermal_window
   11397     random    0.60106    0.00000        408        145          0    repeat-13
   10859     random    3.45931    0.00000        322        232          0    barrier > max_thermal_window
    4243     random    3.41040    0.00000        477        290          0    barrier > max_thermal_window
     253     random    0.00000    0.00000        536        200          0    Not Connected
   11052     random    0.98880    0.00000        690        185          0    repeat-5
    3777     random    0.98563    0.00000        424        188          0    repeat-17
    9888     random    0.00000    0.00000      15125          1          0    Saddle Search Terminated Total Iterations
    2251     random    1.51281    0.00000        340        158          0    repeat-8
    5695     random    2.10164    0.00000        749        169          0    barrier > max_thermal_window
   14129     random    0.00000    0.00000        626        182          0    Not Connected
     524     random    0.00000    0.00000        745        210          0    Not Connected
    5680     random    0.00000    0.00000        855        177          0    Not Connected
    5804     random    0.60106    0.00000        484        144          0    repeat-13
      30     random    0.61954    0.00000        436        139          0    repeat-2
    1417     random    1.51191    0.00000        320        154          0    repeat-4
   10968     random    0.60106    0.00000        446        143          0    repeat-13
   12251     random    0.98708    0.00000        377        186          0    repeat-7
    4022     random    2.10126    0.00000        639        174          0    barrier > max_thermal_window
    2667     random    3.45841    0.00000        522        242          0    barrier > max_thermal_window
   11534     random    0.00000    0.00000       2201          3          0    Not Connected
    9965     random    1.51282    0.00000        337        158          0    repeat-20
   10412     random    0.60106    0.00000        479        147          0    repeat-13
   14561     random    2.10127    0.00000        601        170          0    barrier > max_thermal_window
    3848     random    3.44371    0.00000        400        264          0    barrier > max_thermal_window
    7184     random    3.44371    0.00000        427        264          0    barrier > max_thermal_window
     761     random    0.00000    0.00000        519        184          0    Not Connected
    8922     random    0.00000    0.00000       1481        202          0    Not Connected
    3201     random    1.84803    0.00000        398        276          0    barrier > max_thermal_window
    8742     random    0.00000    0.00000       1171        223          0    Not Connected
   14400     random    3.45841    0.00000        413        241          0    barrier > max_thermal_window
   13463     random    0.98708    0.00000        395        184          0    repeat-6
    7948     random    1.48013    0.00000        623        197          0    repeat-25
   10199     random    1.51266    0.00000        420        158          0    repeat-21
    8527     random    0.60106    0.00000        470        143          0    repeat-11
    2326     random    0.98880    0.00000        412        189          0    repeat-5
   11451     random    0.98879    0.00000        414        186          0    repeat-5
    4806     random    0.98563    0.00000        394        179          0    repeat-12
