    wuid       type    barrier   max-dist    sad-fcs   mins-fcs   pref-fcs    result
      79     random    0.61954    1.35845       2805        199          0    repeat-5
     462     random    1.48014    1.26812       4646        245          0    good-26
     269     random    4.20363    1.66870       1863        252          0    barrier > max_thermal_window
      21     random    1.51266    1.26875       3180        286          0    good-27
     482     random    1.48297    0.81315       5636        242          0    repeat-23
     158     random    0.60108    1.51622       2009        196          0    repeat-0
       9     random    3.44301    1.26416       4755        536          0    barrier > max_thermal_window
     103     random    3.44371    1.25114       3454        401          0    barrier > max_thermal_window
     467     random    0.98879    0.93814       1642        250          0    repeat-6
       5     random    2.10164    1.34148       4223        307          0    barrier > max_thermal_window
     474     random    0.00000    1.39250         25        270          0    Not Connected
     194     random    2.10616    1.59234       4426        281          0    barrier > max_thermal_window
      26     random    1.78820    1.58747       6382        395          0    good-28
     305     random    0.60108    1.40676       2539        196          0    repeat-8
     212     random    3.21465    1.03645       5612        468          0    barrier > max_thermal_window
     202     random    0.60108    1.02051       2813        196          0    repeat-0
     142     random    0.60108    1.67437       2946        196          0    repeat-0
     424     random    1.19647    1.26000       5649        258          0    repeat-22
     189     random    0.98708    1.67395       3675        238          0    repeat-15
      98     random    3.01094    1.24535       4900        247          0    barrier > max_thermal_window
     281     random    1.19558    1.32338       5556        268          0    repeat-25
     190     random    3.44367    1.37868       3879        365          0    barrier > max_thermal_window
      12     random    3.41210    1.48812       7142        360          0    barrier > max_thermal_window
     205     random    1.20702    1.74951       5688        253          0    repeat-9
     460     random    0.98564    1.27965       1221        244          0    repeat-20
     144     random    0.60106    1.41472       3880        239          0    repeat-8
      71     random    0.60108    1.13313       6488        196          0    repeat-0
     108     random    0.60108    1.49762       3722        196          0    repeat-8
      80     random    0.98563    1.19402       5431        251          0    repeat-20
      72     random    0.60108    1.36519       6379        196          0    repeat-0
     466     random    0.60108    0.95450       5013        196          0    repeat-0
     356     random    3.41040    1.25085       5780        576          0    barrier > max_thermal_window
     224     random    1.20702    1.08679       6268        253          0    repeat-9
     241     random    3.45931    1.16293       1044        302          0    barrier > max_thermal_window
      36     random    0.98879    1.17800       4471        250          0    repeat-6
     419     random    0.60108    1.40053       3274        196          0    repeat-8
     233     random    3.69955    1.68114       4142        305          0    barrier > max_thermal_window
      28     random    0.61954    1.39143       3257        199          0    repeat-5
     331     random    0.98879    1.32542       4247        257          0    repeat-2
     244     random    0.60108    1.58484       3425        196          0    repeat-0
     120     random    0.61954    1.21365       2607        199          0    repeat-5
     236     random    0.60106    0.91464       3628        212          0    repeat-8
     328     random    1.19558    1.23531       5185        268          0    repeat-10
     394     random    0.00000    1.33402       9327        443          0    Not Connected
      68     random    1.51282    1.35673        983        239          0    repeat-24
       1     random    0.98879    1.08357       4516        251          0    repeat-2
     361     random    3.45874    1.37248       5427        265          0    barrier > max_thermal_window
     374     random    1.84890    1.31697       6163        290          0    barrier > max_thermal_window
     489     random    3.45931    1.39109       6274        273          0    barrier > max_thermal_window
     247     random    1.51191    1.40204       4259        257          0    repeat-13
     182     random    0.98563    1.79334       4172        262          0    repeat-3
     150     random    1.51281    1.41015       2374        260          0    repeat-24
      95     random    1.19558    1.30153       6307        268          0    repeat-25
     303     random    0.98563    1.41264       1212        251          0    repeat-3
      19     random    0.98707    1.55468      19043        247          0    repeat-15
      44     random    1.20702    1.28752      10231        253          0    repeat-9
     473     random    1.20702    1.40713       5076        253          0    repeat-9
     309     random    0.61954    1.55143       2334        199          0    repeat-5
     439     random    0.60108    0.96262       2548        196          0    repeat-8
     284     random    0.98879    1.65816       4187        257          0    repeat-2
     385     random    3.45931    1.25173       5040        278          0    barrier > max_thermal_window
     495     random    2.10127    1.36840       8214        307          0    barrier > max_thermal_window
     411     random    2.10164    1.05012       5991        267          0    barrier > max_thermal_window
     494     random    1.20702    1.23631       7028        253          0    repeat-18
     423     random    0.61954    1.26192       3017        199          0    repeat-5
     155     random    1.20702    1.65694       5841        253          0    repeat-18
     405     random    1.48014    0.99348       4669        245          0    repeat-26
     347     random    4.21470    1.65257       4680        263          0    barrier > max_thermal_window
     339     random    6.95208    1.58150      30002        363          0    barrier > max_thermal_window
     196     random    0.61954    1.44883       3955        199          0    repeat-5
     491     random    1.51192    1.80021       2904        229          0    repeat-12
      55     random    0.60108    1.67414       3485        196          0    repeat-0
      91     random    1.51282    1.07881       3406        246          0    repeat-24
     480     random    3.45931    1.47245       4619        258          0    barrier > max_thermal_window
     112     random    0.61954    1.85713       2512        199          0    repeat-5
      42     random    0.60108    0.98241       3098        196          0    repeat-0
     300     random    1.51191    1.29131       3074        253          0    repeat-13
     415     random    3.45931    1.42939       4938        385          0    barrier > max_thermal_window
     343     random    1.19558    1.40439       6451        268          0    repeat-10
     160     random    3.41040    1.70492       1080        556          0    barrier > max_thermal_window
     420     random    1.51266    1.78108       2882        318          0    repeat-11
     389     random    2.10164    1.55486       3197        300          0    barrier > max_thermal_window
     388     random    0.98879    1.63815       4491        252          0    repeat-6
      70     random    4.18021    1.31924       2040        317          0    barrier > max_thermal_window
     180     random    3.45874    1.06656       5532        264          0    barrier > max_thermal_window
     268     random    0.60108    1.22627       2607        196          0    repeat-0
     248     random    1.48297    1.28852       4646        242          0    repeat-23
     283     random    0.98707    1.01910       2800        238          0    repeat-15
     319     random    1.19558    1.29470       5926        268          0    repeat-10
     250     random    2.10616    1.18830       5017        281          0    barrier > max_thermal_window
      41     random    0.60109    1.43618       3374        196          0    repeat-8
     397     random    0.60108    1.46989       2228        196          0    repeat-8
     199     random    0.98707    1.32414      14261        252          0    repeat-15
     484     random    1.19558    1.28963       8504        268          0    repeat-10
      23     random    0.61954    1.23441       3112        199          0    repeat-5
      13     random    1.19558    1.48924       5632        268          0    repeat-25
     427     random    0.98880    1.50615       4313        248          0    repeat-2
     318     random    4.20343    1.20299       2914        269          0    barrier > max_thermal_window
     134     random    0.98879    1.49875       3224        257          0    repeat-6
     287     random    0.98879    1.44977       4328        244          0    repeat-6
     228     random    0.98563    1.11952       1637        250          0    repeat-20
     426     random    3.45875    1.46554       6464        298          0    barrier > max_thermal_window
      81     random    0.61954    1.21146       4094        199          0    repeat-5
     294     random    0.98707    1.45613       5657        258          0    repeat-15
     186     random    1.19558    1.37860       5810        268          0    repeat-10
     384     random    1.19647    1.29751       5579        258          0    repeat-4
     379     random    0.61954    1.60004       2330        217          0    repeat-5
     363     random    1.48297    1.36226       3474        242          0    repeat-23
       7     random    3.21465    1.11226       4339        509          0    barrier > max_thermal_window
     271     random    0.60108    1.04671       2598        196          0    repeat-0
     395     random    0.60108    1.21425       4333        196          0    repeat-0
     173     random    3.41210    1.81041       5304        387          0    barrier > max_thermal_window
     400     random    1.51282    1.16049       4641        221          0    repeat-24
       8     random    0.98563    1.26614       2901        250          0    repeat-20
     227     random    1.61631    1.01206       7857        236          0    good-29
     463     random    0.98879    1.36555       4974        257          0    repeat-6
     418     random    3.44371    1.57621       3468        410          0    barrier > max_thermal_window
      59     random    3.69955    1.32263       4263        286          0    barrier > max_thermal_window
      88     random    0.60108    1.18621       3970        196          0    repeat-0
      32     random    1.48297    1.08908       6483        242          0    repeat-23
      73     random    3.21462    1.65670       5148        278          0    barrier > max_thermal_window
     344     random    0.61954    1.84304       3034        199          0    repeat-5
      78     random    1.51192    1.45470       2560        229          0    repeat-12
     340     random    2.10164    1.22114      15953        328          0    barrier > max_thermal_window
     265     random    3.44368    1.41920       3616        374          0    barrier > max_thermal_window
     256     random    8.43114    1.34885      30002        302          0    barrier > max_thermal_window
     157     random    3.21462    1.11008       4277        277          0    barrier > max_thermal_window
      16     random    0.60108    1.09508       4950        196          0    repeat-0
     364     random    0.98563    1.37950       5791        245          0    repeat-3
     262     random   11.61998    1.33045      30000        313          0    barrier > max_thermal_window
     485     random    1.20702    1.35143       4995        253          0    repeat-18
      46     random    1.19647    1.62664       7695        258          0    repeat-4
     337     random    1.20702    1.44644       5148        253          0    repeat-18
     135     random    2.18132    0.97224       4144        271          0    barrier > max_thermal_window
     139     random    0.98563    1.22395      12633        250          0    repeat-20
     252     random    0.98563    1.55016       5448        260          0    repeat-3
     349     random    5.36936    1.63171       7230        407          0    barrier > max_thermal_window
     368     random    1.48297    1.75303       4647        242          0    repeat-17
     408     random    0.61954    1.18828       2175        199          0    repeat-5
     177     random    0.98563    1.26925       6724        245          0    repeat-20
     198     random    0.98879    1.58181       6299        244          0    repeat-2
     232     random   14.41919    1.53066      30001        317          0    barrier > max_thermal_window
     237     random    1.51191    1.27989       1581        242          0    repeat-13
     383     random    1.51281    1.22931       4825        258          0    repeat-21
     333     random    3.21465    1.34335       5929        545          0    barrier > max_thermal_window
     486     random    3.45931    1.70871       3930        322          0    barrier > max_thermal_window
     421     random    1.61547    1.16538       2904        284          0    good-30
     475     random    0.98707    1.07037       6928        247          0    repeat-15
     310     random    1.19647    1.78895       5537        258          0    repeat-22
     111     random    0.98707    1.47553       6404        247          0    repeat-15
     323     random    0.61954    1.45395       4346        199          0    repeat-5
     226     random    0.60108    1.31249       3678        196          0    repeat-0
      22     random    1.51282    1.78365       5856        221          0    repeat-21
     307     random    0.60108    1.28122       2934        196          0    repeat-8
      33     random    1.51266    1.29349       3370        303          0    repeat-11
     206     random    0.00000    1.40051       3567        393          0    Not Connected
     121     random    1.51192    1.22129       2425        239          0    repeat-13
     176     random    0.98563    1.31475       5574        273          0    repeat-3
      60     random    1.61631    1.17432       7320        236          0    repeat-29
      51     random    0.60108    1.17130       5048        196          0    repeat-8
     122     random    1.19558    0.96126       5677        268          0    repeat-10
     264     random    1.19558    0.98779       5412        268          0    repeat-10
      17     random    0.98879    1.55364       4595        257          0    repeat-2
     381     random    0.98879    1.34820       6787        257          0    repeat-2
     398     random    1.48013    1.35934      30002        302          0    repeat-26
     355     random    3.44368    1.43038       2974        348          0    barrier > max_thermal_window
     387     random    3.69980    1.33862       5361        309          0    barrier > max_thermal_window
     164     random    1.48056    1.67647       4371        238          0    good-31
     208     random    1.19558    1.24409       5778        268          0    repeat-10
     191     random    3.45874    1.71031       8375        271          0    barrier > max_thermal_window
      94     random    3.44301    1.47310       4019        536          0    barrier > max_thermal_window
     438     random    1.51266    1.28476       2969        277          0    repeat-11
      45     random    1.51267    1.40019       5936        219          0    repeat-11
     289     random    0.61954    1.03624       3240        199          0    repeat-5
     342     random    0.60106    1.55366       6733        228          0    repeat-8
     217     random    0.60108    1.28269       2621        196          0    repeat-8
     147     random    0.98707    1.29039       2838        247          0    repeat-1
     243     random    1.48056    1.38764       3894        238          0    repeat-31
     336     random    1.51192    1.42525       4743        242          0    repeat-12
     266     random    0.61954    1.59990       4634        199          0    repeat-5
     104     random    0.98563    1.16762       4590        253          0    repeat-20
     324     random    0.98707    1.47220       5142        247          0    repeat-15
     223     random    1.19558    1.33141       6785        268          0    repeat-10
     316     random    4.21470    1.87054        790        268          0    barrier > max_thermal_window
     219     random    0.98707    1.31980       4104        257          0    repeat-15
     115     random    1.19558    1.56185       3207        268          0    repeat-10
      99     random    1.19647    1.72741       6093        258          0    repeat-4
     465     random    4.23412    1.34385       3494        274          0    barrier > max_thermal_window
     477     random    1.19558    1.26553       5813        268          0    repeat-10
     417     random    1.49141    1.25758       3355        286          0    good-32
      89     random    3.45931    1.67206       5181        278          0    barrier > max_thermal_window
     315     random    0.98707    0.97930       5312        235          0    repeat-1
     167     random    0.60108    1.42896       2215        196          0    repeat-0
     267     random    1.19558    1.46658      10948        268          0    repeat-25
     275     random    3.45931    1.43063       5968        295          0    barrier > max_thermal_window
     261     random    0.61954    1.46372       3042        199          0    repeat-5
      58     random    1.51266    1.39845       2485        246          0    repeat-27
     225     random    1.51266    1.60861       3420        272          0    repeat-11
       2     random    0.98879    1.23866       4564        262          0    repeat-2
     403     random    4.19346    1.62348       4220        330          0    barrier > max_thermal_window
      29     random    0.60108    1.33136       3263        196          0    repeat-8
     434     random    1.20702    1.20373       5554        253          0    repeat-18
      49     random    1.19558    1.05072       5856        268          0    repeat-25
     153     random    1.19558    1.23980       5978        268          0    repeat-10
     125     random    3.44301    1.52398       3585        600          0    barrier > max_thermal_window
     367     random    1.19647    1.05481       7327        258          0    repeat-22
     282     random    0.60108    1.27162       4801        196          0    repeat-0
     260     random    0.60108    1.07684       4945        196          0    repeat-0
      62     random    0.60108    1.65224       3644        196          0    repeat-0
      57     random    1.49349    1.10224       6482        307          0    good-33
     372     random    4.20362    1.59690       4397        268          0    barrier > max_thermal_window
     399     random    3.44370    1.48270       3545        369          0    barrier > max_thermal_window
     382     random    0.98563    1.02446       4516        237          0    repeat-3
     162     random    0.60108    1.41637       3052        196          0    repeat-8
     203     random    1.61549    1.15362       5708        257          0    repeat-30
     317     random    3.01244    1.19563       5494        252          0    barrier > max_thermal_window
     214     random    0.60108    1.25392       3316        196          0    repeat-8
      39     random    0.60108    1.37327       3170        196          0    repeat-0
     152     random    1.48297    1.34196       4536        242          0    repeat-17
     471     random    0.60108    1.72641       3778        196          0    repeat-0
     170     random    1.19647    1.16393       7059        258          0    repeat-22
     174     random    1.61448    1.06293       5223        248          0    repeat-14
     216     random    1.51191    1.46154       4369        273          0    repeat-13
     304     random    8.42805    1.27804      30001        308          0    barrier > max_thermal_window
     311     random    3.41040    1.08211       5403        549          0    barrier > max_thermal_window
     105     random    0.98563    1.41529       4285        254          0    repeat-20
      10     random    3.44371    1.37909       3602        347          0    barrier > max_thermal_window
     106     random    1.20702    1.62683       5432        253          0    repeat-9
     291     random    3.44370    1.31450       2935        342          0    barrier > max_thermal_window
     345     random    1.20702    1.40040       5376        253          0    repeat-18
     492     random    3.45931    1.35354       4008        312          0    barrier > max_thermal_window
     334     random    1.48297    1.48758       6465        242          0    repeat-23
      64     random    0.61954    1.75820       3408        199          0    repeat-5
     308     random    0.61954    1.11393       3374        199          0    repeat-5
     366     random    1.48014    1.36111       4762        245          0    repeat-26
     362     random    1.51267    1.33033       1079        232          0    repeat-11
     126     random    3.44301    1.38829       3857        558          0    barrier > max_thermal_window
     464     random    0.98563    1.26070       6705        256          0    repeat-3
      35     random    0.98707    1.47395       4383        277          0    repeat-15
     292     random    1.19558    1.22811       5559        268          0    repeat-25
     245     random    1.51267    1.17100       1782        233          0    repeat-11
     274     random    3.45841    0.97642       3809        270          0    barrier > max_thermal_window
      77     random    4.20363    1.52954       2878        268          0    barrier > max_thermal_window
     357     random    1.51192    1.42295       2372        229          0    repeat-13
     249     random    1.19558    0.90883       5881        268          0    repeat-10
     258     random    1.78820    1.26791       1744        314          0    good-34
     235     random    1.19558    1.47318       7312        268          0    repeat-25
     306     random    1.51281    1.35645       3622        274          0    repeat-21
     201     random    0.98879    1.67094       3275        248          0    repeat-2
      75     random    0.60108    1.62613       4490        196          0    repeat-8
     401     random    1.51281    1.22476       3011        261          0    repeat-24
     149     random    2.10126    1.36658       5483        263          0    barrier > max_thermal_window
     215     random    0.60108    1.06231       4010        196          0    repeat-8
     449     random    1.19647    1.42250       5520        258          0    repeat-4
     193     random    3.44301    1.33334       3682        602          0    barrier > max_thermal_window
      84     random    1.51266    1.49122       3536        281          0    repeat-27
     119     random    0.98879    1.31414       3844        255          0    repeat-2
     483     random    0.98707    1.25967       5971        258          0    repeat-1
     478     random    0.60108    1.53391       5822        196          0    repeat-8
     175     random    3.45874    1.10768       3641        300          0    barrier > max_thermal_window
     407     random    0.61954    1.76974       3063        199          0    repeat-5
       4     random    0.61954    1.25434       3008        199          0    repeat-5
      15     random    0.60108    1.54624       5658        196          0    repeat-8
      97     random    3.45875    1.23900       4194        297          0    barrier > max_thermal_window
      24     random    0.60108    1.68942       3854        196          0    repeat-0
     335     random    0.98707    1.58848       4685        247          0    repeat-1
      86     random    0.98879    1.20127       2668        253          0    repeat-6
       6     random    2.10126    1.50893       6813        291          0    barrier > max_thermal_window
     497     random    0.61954    1.24235       5994        199          0    repeat-5
      34     random    4.19841    1.58764        610        312          0    barrier > max_thermal_window
     376     random    1.48297    1.58690       3561        242          0    repeat-17
     488     random    1.19647    1.06546       3684        258          0    repeat-4
     369     random    1.51192    1.46954       2243        229          0    repeat-12
     123     random    3.41210    1.01185       6544        352          0    barrier > max_thermal_window
     359     random    0.60108    0.94503       6738        196          0    repeat-8
     171     random    0.61954    1.24697       2889        199          0    repeat-5
     102     random    0.98879    1.14115       4883        260          0    repeat-6
      11     random    0.60108    1.43421       1896        196          0    repeat-8
     116     random    3.41040    1.31398       1171        550          0    barrier > max_thermal_window
     373     random    1.51266    1.00648       5904        237          0    repeat-27
     468     random    0.00000    0.98884       3942        271          0    Not Connected
     320     random    2.10616    1.91128       3943        281          0    barrier > max_thermal_window
     479     random    3.41210    1.30427       6410        356          0    barrier > max_thermal_window
     254     random    0.61954    1.49458       4063        199          0    repeat-5
     218     random    3.21465    1.47731       3869        438          0    barrier > max_thermal_window
     213     random    0.61954    1.11443       2667        199          0    repeat-5
     321     random    0.60108    1.26676       2365        196          0    repeat-8
     432     random    0.60108    1.60569       3477        196          0    repeat-8
     146     random    2.10616    1.15872       5260        334          0    barrier > max_thermal_window
     481     random    0.60108    1.41216       2630        196          0    repeat-0
     117     random    0.98563    1.26990       5199        248          0    repeat-3
     313     random    0.60108    1.47476       3345        196          0    repeat-0
      50     random    0.98707    1.13610       1580        241          0    repeat-1
     156     random    0.98707    1.25767       1592        241          0    repeat-15
     278     random    0.60106    0.99116       3872        228          0    repeat-8
     346     random    2.10126    0.85239       5729        306          0    barrier > max_thermal_window
     295     random    1.19558    1.34226       5507        268          0    repeat-25
     187     random    0.60106    1.57278       4017        214          0    repeat-8
     132     random    0.00000    1.33290       7708        424          0    Not Connected
     332     random    0.60106    1.43649       4125        235          0    repeat-0
     353     random    0.60106    1.46913       4777        228          0    repeat-8
